name,index_sht,prov,prov_no,dist_no,pale,region,no_jew_count,jew_pop,tot_pop,lat,lon,census,full_name,type,jewpop_flag,comments,total,total_flag,prov_name,dist_name
Lipovets,1606Lp1,Kiev,16,6,Pale,South-West,0,4135,8658,49.2333,29.05,1,Lipovets,Uezdnyi gorod,,,8658,,Kiev,Lipovets
Monastyrishche,1606Mn1,Kiev,16,6,Pale,South-West,0,2620,9404,48.9833,29.8167,1,Monastyrishche,mestechko,,,9404,,Kiev,Lipovets
Novyi I Staryi Dashev,1606Nv1,Kiev,16,6,Pale,South-West,1,159,6729,49,29.45,1,Novyi I Staryi Dashev,mestechko,at_most,Calculated by subtraction from Total value any other groups mentioned in census for this place,6729,,Kiev,Lipovets
Oratov,1606Or1,Kiev,16,6,Pale,South-West,0,529,2439,49.2,29.5333,1,Oratov,mestechko,,,2439,,Kiev,Lipovets
Pliskov,1606Pl1,Kiev,16,6,Pale,South-West,0,1828,3890,49.3667,29.2833,1,Pliskov,mestechko,,,3890,,Kiev,Lipovets
Sarny,1606Sr1,Kiev,16,6,Pale,South-West,0,1555,3220,48.93333,29.91667,1,Sarny (Okhrimovo & Sarna),mestechko,,,3220,,Kiev,Lipovets
Terlitsa,1606Tr1,Kiev,16,6,Pale,South-West,0,1191,2304,48.9333,29.7,1,Terlitsa,mestechko,,,2304,,Kiev,Lipovets
Tsybulev,1606Ts1,Kiev,16,6,Pale,South-West,0,463,3827,49.0667,29.85,1,Tsybulev,mestechko,,,3827,,Kiev,Lipovets
Zhornishche,1606Zr1,Kiev,16,6,Pale,South-West,0,1040,3518,49.06667,29.08333,1,Zhornishche,mestechko,,,3518,,Kiev,Lipovets
Zozov,1606Zz1,Kiev,16,6,Pale,South-West,0,414,3732,49.31667,29.01667,1,Zozov,mestechko,,,3732,,Kiev,Lipovets
Bober,1607Bb1,Kiev,16,7,Pale,South-West,0,208,633,51.15,29.55,1,Bober,derevnia,,Name of district as it mentioned in census,633,,Kiev,Radomysl'
Brusilov,1607Br1,Kiev,16,7,Pale,South-West,0,3575,6703,50.2833,29.5333,1,Brusilov,mestechko,,,6703,,Kiev,Radomysl'
Chopovichi,1607Cp1,Kiev,16,7,Pale,South-West,0,919,6654,50.8333,28.95,1,Chopovichi,selo,,,6654,,Kiev,Radomysl'
Chernobyl',1607Cr1,Kiev,16,7,Pale,South-West,0,5526,9351,51.2667,30.2333,1,Chernobyl',mestechko,,,9351,,Kiev,Radomysl'
Ditiatkovskaia,1607Dt1,Kiev,16,7,Pale,South-West,0,227,1326,50.48333,29.21667,1,Ditiatkovskaia,Pischebumazhnaia fabrika,,E,1326,,Kiev,Radomysl'
Gornostaipol',1607Gr1,Kiev,16,7,Pale,South-West,0,1888,3286,51.0667,30.25,1,Gornostaipol',mestechko,,,3286,,Kiev,Radomysl'
Ivan'kov,1607Iv1,Kiev,16,7,Pale,South-West,0,1577,3037,50.9333,29.9,1,Ivan'kov,mestechko,,,3037,,Kiev,Radomysl'
Kabany,1607Kb1,Kiev,16,7,Pale,South-West,0,135,986,50.9,29.21667,1,Kabany,derevnia,,"Now called Dibrova, http://en.wikipedia.org/wiki/Lazar_Kaganovich",986,,Kiev,Radomysl'
Khabno,1607Kb2,Kiev,16,7,Pale,South-West,0,1721,2719,51.2333,29.3833,1,Khabno,mestechko,,,2719,,Kiev,Radomysl'
Korostyshev,1607Kr1,Kiev,16,7,Pale,South-West,0,4160,7863,50.3167,29.0667,1,Korostyshev,mestechko,,,7863,,Kiev,Radomysl'
Malin,1607Ml1,Kiev,16,7,Pale,South-West,0,2547,4256,50.7667,29.2333,1,Malin,mestechko,,,4256,,Kiev,Radomysl'
Radomysl',1607Rd1,Kiev,16,7,Pale,South-West,0,7502,10906,50.5,29.2333,1,Radomysl',Uezdnyi gorod,,,10906,,Kiev,Radomysl'
Rozhev,1607Rz1,Kiev,16,7,Pale,South-West,0,610,2065,50.38334,29.65,1,Rozhev,mestechko,,,2065,,Kiev,Radomysl'
Sidorovichi,1607Sd1,Kiev,16,7,Pale,South-West,0,137,758,50.98333,29.58333,1,Sidorovichi,selo,,,758,,Kiev,Radomysl'
Skuraty,1607Sk1,Kiev,16,7,Pale,South-West,0,189,1690,50.93333,29.1,1,Skuraty,selo,,,1690,,Kiev,Radomysl'
Terekhi,1607Tr1,Kiev,16,7,Pale,South-West,0,72,682,,,1,Terekhi,derevnia,,,682,,Kiev,Radomysl'
Varovichi,1607Vr1,Kiev,16,7,Pale,South-West,0,134,1158,50.26667,30.2,1,Varovichi,selo,,,1158,,Kiev,Radomysl'
Zalieshane,1607Zl1,Kiev,16,7,Pale,South-West,0,102,855,51.03333,29.58333,1,Zalieshane,derevnia,,,855,,Kiev,Radomysl'
Borshchagovka,1608Br1,Kiev,16,8,Pale,South-West,0,1853,3196,49.4833,29.5333,1,Borshchagovka,mestechko,,Name of district as it mentioned in census,3196,,Kiev,Skvira
Khodorkov,1608Kd1,Kiev,16,8,Pale,South-West,0,3672,6910,50.1,29.3,1,Khodorkov,mestechko,,,6910,,Kiev,Skvira
Kornin,1608Kr1,Kiev,16,8,Pale,South-West,0,807,3103,50.0833,29.3667,1,Kornin,mestechko,,,3103,,Kiev,Skvira
Novofastov,1608Nv1,Kiev,16,8,Pale,South-West,0,451,2355,49.5833,29.45,1,Novofastov,mestechko,,,2355,,Kiev,Skvira
Popel'nia,1608Pp1,Kiev,16,8,Pale,South-West,1,131,1699,49.9667,29.45,1,Popel'nia,selo,at_most,Calculated by subtraction from Total value any other groups mentioned in census for this place,1699,,Kiev,Skvira
Pavoloch',1608Pv1,Kiev,16,8,Pale,South-West,0,3391,8053,49.8667,29.45,1,Pavoloch',mestechko,,,8053,,Kiev,Skvira
Romanovka,1608Rm1,Kiev,16,8,Pale,South-West,0,312,1896,49.98333,29.63333,1,Romanovka,mestechko,,,1896,,Kiev,Skvira
Ruzhin,1608Rz1,Kiev,16,8,Pale,South-West,0,2917,4329,49.7167,29.2333,1,Ruzhin,mestechko,,,4329,,Kiev,Skvira
Skvira,1608Sk1,Kiev,16,8,Pale,South-West,0,8910,17958,49.7333,29.6667,1,Skvira,Uezdnyi gorod,,,17958,,Kiev,Skvira
Sokol'che,1608Sk2,Kiev,16,8,Pale,South-West,0,180,1451,49.98333,29.31667,1,Sokol'che (Sokol'cha),mestechko,,,1451,,Kiev,Skvira
Vcheraishe,1608Vc1,Kiev,16,8,Pale,South-West,0,1108,3324,49.86666,29.13333,1,Vcheraishe,mestechko,,,3324,,Kiev,Skvira
Volodarka,1608Vl1,Kiev,16,8,Pale,South-West,0,2079,4590,49.5167,29.9167,1,Volodarka,mestechko,,,4590,,Kiev,Skvira
Verkhovnia,1608Vr1,Kiev,16,8,Pale,South-West,0,316,2440,49.8,29.3167,1,Verkhovnia,selo,,,2440,,Kiev,Skvira
Koshevata,1609Ks1,Kiev,16,9,Pale,South-West,0,1265,5653,49.4833,30.6167,1,Koshevata,mestechko,,,5653,,Kiev,Tarashcha
Piatigory,1609Pt1,Kiev,16,9,Pale,South-West,0,1385,4383,49.35,29.9333,1,Piatigory,mestechko,,,4383,,Kiev,Tarashcha
Staryi Zhivotov,1609St1,Kiev,16,9,Pale,South-West,0,1935,3733,49.2667,29.5333,1,Staryi Zhivotov,mestechko,,,3733,,Kiev,Tarashcha
Stavishche,1609St2,Kiev,16,9,Pale,South-West,0,3917,8186,49.3833,30.2,1,Stavishche,mestechko,,,8186,,Kiev,Tarashcha
Tarashcha,1609Tr1,Kiev,16,9,Pale,South-West,0,4905,11259,49.5667,30.5,1,Tarashcha,Uezdnyi gorod,,,11259,,Kiev,Tarashcha
Tetiev,1609Tt1,Kiev,16,9,Pale,South-West,0,3323,3493,49.3833,29.6667,1,Tetiev,mestechko,,,3493,,Kiev,Tarashcha
Zhashkov,1609Zs1,Kiev,16,9,Pale,South-West,0,2445,5181,49.25,30.1,1,Zhashkov,mestechko,,,5181,,Kiev,Tarashcha
Antonovka,1610An1,Kiev,16,10,Pale,South-West,0,263,1837,48.96667,30.7,1,Antonovka (Bukskaia),mestechko,,Probably this one as most close to Buki but there are at least one more country with the same name in the area,1837,,Kiev,Uman'
Babanka,1610Bb1,Kiev,16,10,Pale,South-West,1,103,3220,48.7,30.45,1,Babanka,selo,at_most,Calculated by subtraction from Total value any other groups mentioned in census for this place,3220,,Kiev,Uman'
Buki,1610Bk1,Kiev,16,10,Pale,South-West,0,2298,3923,49.0833,30.4167,1,Buki (Antonovka),mestechko,,,3923,,Kiev,Uman'
Dubovo,1610Db1,Kiev,16,10,Pale,South-West,0,1104,2783,48.6333,30.45,1,Dubovo,mestechko,,,2783,,Kiev,Uman'
Ivan'ka,1610Iv1,Kiev,16,10,Pale,South-West,0,704,2589,48.9833,30.45,1,Ivan'ka,mestechko,,,2589,,Kiev,Uman'
Khristinovka,1610Kr1,Kiev,16,10,Pale,South-West,1,128,2677,48.8333,29.9667,1,Khristinovka,selo,at_most,Calculated by subtraction from Total value any other groups mentioned in census for this place,2677,,Kiev,Uman'
Ladyzhinka,1610Ld1,Kiev,16,10,Pale,South-West,0,1173,3722,48.55,30.25,1,Ladyzhinka,selo,,,3722,,Kiev,Uman'
Pogoriela,1610Pg1,Kiev,16,10,Pale,South-West,0,186,1510,48.6333,29.9667,1,Pogoriela,selo,,,1510,,Kiev,Uman'
Pokotilova,1610Pk1,Kiev,16,10,Pale,South-West,0,1670,3030,48.4667,30.7,1,Pokotilova,mestechko,,,3030,,Kiev,Uman'
Tal'noe,1610Tl1,Kiev,16,10,Pale,South-West,0,5452,9610,48.8833,30.7,1,Tal'noe,mestechko,,,9610,,Kiev,Uman'
Torgovitsa,1610Tr1,Kiev,16,10,Pale,South-West,0,1299,3677,48.65,30.7833,1,Torgovitsa,mestechko,,,3677,,Kiev,Uman'
Uman',1610Um1,Kiev,16,10,Pale,South-West,0,17945,31016,48.75,30.2167,1,Uman',Uezdnyi gorod,,,31016,,Kiev,Uman'
Voronoe,1610Vr1,Kiev,16,10,Pale,South-West,0,350,2544,49.13334,30.21667,1,Voronoe,selo,,,2544,,Kiev,Uman'
Cherkasy,1611Cr1,Kiev,16,11,Pale,South-West,0,10950,29600,49.4333,32.0667,1,Cherkasy,Uezdnyi gorod,,,29600,,Kiev,Cherkasy
Gorodishche,1611Gr1,Kiev,16,11,Pale,South-West,0,3124,14641,49.2833,31.45,1,Gorodishche,mestechko,,,14641,,Kiev,Cherkasy
Kamenka,1611Km1,Kiev,16,11,Pale,South-West,0,2193,6267,49.0333,32.1,1,Kamenka,mestechko,,,6267,,Kiev,Cherkasy
Moshny,1611Ms1,Kiev,16,11,Pale,South-West,0,1022,8049,49.5333,31.75,1,Moshny,mestechko,,,8049,,Kiev,Cherkasy
Rotmistrova,1611Rt1,Kiev,16,11,Pale,South-West,0,1785,4823,49.1333,31.7,1,Rotmistrova,mestechko,,,4823,,Kiev,Cherkasy
Smiela,1611Sm1,Kiev,16,11,Pale,South-West,0,7475,15187,49.2333,31.8833,1,Smiela,mestechko,,,15187,,Kiev,Cherkasy
Valiava,1611Vl1,Kiev,16,11,Pale,South-West,0,111,4957,49.3,31.31667,1,Valiava,selo,,,4957,,Kiev,Cherkasy
Zhabotin,1611Zb1,Kiev,16,11,Pale,South-West,0,272,1950,49.15,32.15,1,Zhabotin,mestechko,,,1950,,Kiev,Cherkasy
Aleksandrovka,1612Al1,Kiev,16,12,Pale,South-West,0,3213,4366,48.9667,32.2333,1,Aleksandrovka,mestechko,,Name of district as it mentioned in census,4366,,Kiev,Chigirin
Chigirin,1612Cg1,Kiev,16,12,Pale,South-West,0,2922,9872,49.0667,32.6667,1,Chigirin,Uezdnyi gorod,,,9872,,Kiev,Chigirin
Krylov,1612Kr1,Kiev,16,12,Pale,South-West,0,240,1943,49.08333,33.25,1,Krylov,mestechko,,Now under water in Dnepr; http://ru.wikipedia.org/wiki/%D0%9D%D0%BE%D0%B2%D0%BE%D0%B3%D0%B5%D0%BE%D1%80%D0%B3%D0%B8%D0%B5%D0%B2%D1%81%D0%BA,1943,,Kiev,Chigirin
Medviedovka,1612Md1,Kiev,16,12,Pale,South-West,0,1453,3683,49.1667,32.3833,1,Medviedovka (Medvodovka),mestechko,,,3683,,Kiev,Chigirin
Stavidly,1612St1,Kiev,16,12,Pale,South-West,0,156,1410,48.83333,31.98333,1,Stavidly,mestechko,,,1410,,Kiev,Chigirin
Telepino,1612Tl1,Kiev,16,12,Pale,South-West,0,632,3199,49,31.8833,1,Telepino,mestechko,,,3199,,Kiev,Chigirin
Zlatopol',1612Zl1,Kiev,16,12,Pale,South-West,0,6373,8122,48.8167,31.6667,1,"Zlatopol' (Zlotopol', Guliai-Pole)",mestechko,,,8122,,Kiev,Chigirin
Bobty,1701Bb1,Kovno,17,1,Pale,Lithuania,0,125,654,55.1,23.8,1,Bobty,mestechko,,,654,,Kovno,Kovna
Betygola,1701Bt1,Kovno,17,1,Pale,Lithuania,1,,,55.3667,23.3667,0,Betygola,,,Not mentioned in census; May be no Jews or less than 500 people,,,Kovno,Kovna
Chekishki,1701Ck1,Kovno,17,1,Pale,Lithuania,0,432,668,55.1667,23.5167,1,Chekishki,mestechko,,,668,,Kovno,Kovna
Dal'nie Petrashune,1701Dl1,Kovno,17,1,Pale,Lithuania,0,265,543,54.86666,24,1,Dal'nie Petrashune,derevnia,,,543,,Kovno,Kovna
Datnovo,1701Dt1,Kovno,17,1,Pale,Lithuania,0,233,616,55.35,23.9,1,Datnovo,mestechko,,,616,,Kovno,Kovna
Eirogola,1701Er1,Kovno,17,1,Pale,Lithuania,0,1541,2376,55.2667,23.4667,1,Eirogola,mestechko,,,2376,,Kovno,Kovna
Grinkishki,1701Gr1,Kovno,17,1,Pale,Lithuania,0,431,924,55.5667,23.6333,1,Grinkishki,mestechko,,,924,,Kovno,Kovna
Ianovo,1701In1,Kovno,17,1,Pale,Lithuania,0,3975,4993,55.0833,24.2833,1,Ianovo,mestechko,,,4993,,Kovno,Kovna
Iasvoini,1701Is1,Kovno,17,1,Pale,Lithuania,0,534,1329,55.25,23.8333,1,Iasvoini,mestechko,,,1329,,Kovno,Kovna
Keidany,1701Kd1,Kovno,17,1,Pale,Lithuania,0,3733,6113,55.2833,23.9667,1,Keidany,mestechko,,,6113,,Kovno,Kovna
Kroki,1701Kr1,Kovno,17,1,Pale,Lithuania,0,1090,1846,55.4,23.7333,1,Kroki,mestechko,,,1846,,Kovno,Kovna
Kovna,1701Kv1,Kovno,17,1,Pale,Lithuania,0,25448,70920,54.9,23.9,1,Kovna,Gubernskii gorod,,,70920,,Kovno,Kovna
Rumshishki,1701Rm1,Kovno,17,1,Pale,Lithuania,0,411,1180,54.85,24.2,1,Rumshishki,mestechko,,,1180,,Kovno,Kovna
Sredniki,1701Sr1,Kovno,17,1,Pale,Lithuania,0,1174,1648,55.0833,23.4167,1,Sredniki,mestechko,,,1648,,Kovno,Kovna
Veliony,1701Vl1,Kovno,17,1,Pale,Lithuania,0,573,820,55.0833,23.2833,1,Veliony,mestechko,,,820,,Kovno,Kovna
Vil'iampol'skoe,1701Vl2,Kovno,17,1,Pale,Lithuania,1,,,54.9167,23.8833,0,Vil'iampol'skoe (Slobodka),,,Not mentioned in census; May be no Jews or less than 500 people,,,Kovno,Kovna
Vil'ki,1701Vl3,Kovno,17,1,Pale,Lithuania,0,1431,2012,55.05,23.5833,1,Vil'ki,mestechko,,,2012,,Kovno,Kovna
Vendziagoly,1701Vn1,Kovno,17,1,Pale,Lithuania,0,374,655,55.1167,23.9667,1,Vendziagoly,mestechko,,,655,,Kovno,Kovna
Zheimy,1701Zm1,Kovno,17,1,Pale,Lithuania,1,,,55.1833,24.2167,0,Zheimy,,,Not mentioned in census; May be no Jews or less than 500 people,,,Kovno,Kovna
Bol'niki,1702Bl1,Kovno,17,2,Pale,Lithuania,0,255,576,55.3,25.1333,1,Bol'niki,mestechko,,Name of district as it mentioned in census,576,,Kovno,Vil'komir
Dobeiki,1702Db1,Kovno,17,2,Pale,Lithuania,1,,,55.5833,25.3167,0,Dobeiki,,,Not mentioned in census; May be no Jews or less than 500 people,,,Kovno,Vil'komir
Kupishki,1702Kp1,Kovno,17,2,Pale,Lithuania,0,2661,3742,55.8333,24.9667,1,Kupishki,mestechko,,,3742,,Kovno,Vil'komir
Kurkle,1702Kr1,Kovno,17,2,Pale,Lithuania,0,257,789,55.4167,25.1167,1,Kurkle,mestechko,,,789,,Kovno,Vil'komir
Kovarsk,1702Kv1,Kovno,17,2,Pale,Lithuania,0,979,1546,55.4333,24.9167,1,Kovarsk,mestechko,,,1546,,Kovno,Vil'komir
Onikshty,1702On1,Kovno,17,2,Pale,Lithuania,0,2754,3947,55.5333,25.1,1,Onikshty,mestechko,,,3947,,Kovno,Vil'komir
Ovanta,1702Ov1,Kovno,17,2,Pale,Lithuania,1,,,55.35,25.3,0,Ovanta,,,Not mentioned in census; May be no Jews or less than 500 people,,,Kovno,Vil'komir
Pogiry,1702Pg1,Kovno,17,2,Pale,Lithuania,0,190,522,55.35,24.4,1,Pogiry,mestechko,,,522,,Kovno,Vil'komir
Pozel've,1702Pz1,Kovno,17,2,Pale,Lithuania,0,643,924,55.2167,25.1,1,Pozel've,mestechko,,,924,,Kovno,Vil'komir
Rogovo,1702Rg1,Kovno,17,2,Pale,Lithuania,0,1223,1762,55.5667,24.6,1,Rogovo,mestechko,,,1762,,Kovno,Vil'komir
Suboch,1702Sb1,Kovno,17,2,Pale,Lithuania,0,376,840,55.7667,24.75,1,Suboch,mestechko,,,840,,Kovno,Vil'komir
Skiemonys,1702Sk1,Kovno,17,2,Pale,Lithuania,1,,,55.4167,25.2667,0,Skiemonys,,,Not mentioned in census; May be no Jews or less than 500 people,,,Kovno,Vil'komir
Shimantsa,1702Sm1,Kovno,17,2,Pale,Lithuania,1,,,55.7333,25.15,0,Shimantsa,,,Not mentioned in census; may be less than 500 people,,,Kovno,Vil'komir
Sesikai,1702Ss1,Kovno,17,2,Pale,Lithuania,1,,,55.3,24.5,0,Sesikai,,,Not mentioned in census; May be no Jews or less than 500 people,,,Kovno,Vil'komir
Shaty,1702St1,Kovno,17,2,Pale,Lithuania,0,1135,1670,55.2833,24.25,1,Shaty,mestechko,,,1670,,Kovno,Vil'komir
Sviadostse,1702Sv1,Kovno,17,2,Pale,Lithuania,0,528,1423,55.6833,25.3667,1,Sviadostse,mestechko,,,1423,,Kovno,Vil'komir
Trashkuny,1702Tr1,Kovno,17,2,Pale,Lithuania,0,779,1221,55.6,24.85,1,Trashkuny,mestechko,,,1221,,Kovno,Vil'komir
Troupy,1702Tr2,Kovno,17,2,Pale,Lithuania,1,,,55.5167,24.75,0,Troupy,,,Not mentioned in census; May be no Jews or less than 500 people,,,Kovno,Vil'komir
Toviany,1702Tv1,Kovno,17,2,Pale,Lithuania,1,,151,55.4,24.75,0,Toviany,,,Not mentioned in census; May be no Jews; details about total population from http://lt.wikipedia.org/wiki/Tauj%C4%97nai,151,,Kovno,Vil'komir
Ushpol',1702Us1,Kovno,17,2,Pale,Lithuania,0,117,1024,55.63334,25.56667,1,Ushpol',derevnia,,Now united in one Ushpol',1024,,Kovno,Vil'komir
Ushpol',1702Us2,Kovno,17,2,Pale,Lithuania,0,691,740,55.65,25.5833,1,Ushpol',mestechko,,Now united in one Ushpol',740,,Kovno,Vil'komir
Utsiany,1702Ut1,Kovno,17,2,Pale,Lithuania,0,2405,3251,55.5,25.6,1,Utsiany,mestechko,,,3251,,Kovno,Vil'komir
Vidzishki,1702Vd1,Kovno,17,2,Pale,Lithuania,0,151,483,55.3,24.8667,1,Vidzishki,mestechko,,,483,,Kovno,Vil'komir
Vil'komir,1702Vl1,Kovno,17,2,Pale,Lithuania,0,7287,13532,55.25,24.75,1,Vil'komir,Uezdnyi gorod,,,13532,,Kovno,Vil'komir
Vieshinty,1702Vs1,Kovno,17,2,Pale,Lithuania,0,468,741,55.7,24.9833,1,Vieshinty,mestechko,,,741,,Kovno,Vil'komir
Vizhuny,1702Vz1,Kovno,17,2,Pale,Lithuania,0,445,561,55.6,25.5,1,Vizhuny,mestechko,,,561,,Kovno,Vil'komir
Abeli,1703Ab1,Kovno,17,3,Pale,Lithuania,0,652,957,55.9333,25.8,1,Abeli,mestechko,,,957,,Kovno,Novoaleksandrovsk
Antolenty,1703An1,Kovno,17,3,Pale,Lithuania,0,474,554,55.6667,25.85,1,Antolenty,mestechko,,,554,,Kovno,Novoaleksandrovsk
Braslav,1703Br1,Kovno,17,3,Pale,Lithuania,0,1234,1501,55.6333,27.05,1,Braslav,mestechko,,,1501,,Kovno,Novoaleksandrovsk
Dubinovo,1703Db1,Kovno,17,3,Pale,Lithuania,0,495,550,55.7667,26.95,1,Dubinovo,derevnia,,,550,,Kovno,Novoaleksandrovsk
Dukshty,1703Dk1,Kovno,17,3,Pale,Lithuania,0,452,641,55.5333,26.3333,1,Dukshty,posad,,,641,,Kovno,Novoaleksandrovsk
Drisviaty,1703Dr1,Kovno,17,3,Pale,Lithuania,0,221,572,55.58333,26.66667,1,Drisviaty,mestechko,,,572,,Kovno,Novoaleksandrovsk
Druisk,1703Dr2,Kovno,17,3,Pale,Lithuania,0,515,536,55.7333,27.2833,1,Druisk,derevnia,,,536,,Kovno,Novoaleksandrovsk
Dusiaty,1703Ds1,Kovno,17,3,Pale,Lithuania,0,1158,1278,55.75,25.85,1,Dusiaty,mestechko,,,1278,,Kovno,Novoaleksandrovsk
Ganushishki,1703Gn1,Kovno,17,3,Pale,Lithuania,0,577,617,56.1333,25.5333,1,Ganushishki,mestechko,,Number of Jews here is exactly the same as general number of citizens in the town with exactly the same name in neighbour guberniia?,617,,Kovno,Novoaleksandrovsk
Iuzhinty,1703Iz1,Kovno,17,3,Pale,Lithuania,1,,,55.7833,25.6833,0,Iuzhinty,imenie,,Not mentioned in census; May be no Jews or less than 500 people,,,Kovno,Novoaleksandrovsk
Komai,1703Km1,Kovno,17,3,Pale,Lithuania,0,944,1105,55.8167,25.5,1,Komai,mestechko,,,1105,,Kovno,Novoaleksandrovsk
Kvetki,1703Kv1,Kovno,17,3,Pale,Lithuania,1,,,56.1667,25.15,0,Kvetki,,,Not mentioned in census; May be no Jews or less than 500 people,,,Kovno,Novoaleksandrovsk
Novoaleksandrovsk,1703Nv1,Kovno,17,3,Pale,Lithuania,0,3348,6359,55.7333,26.25,1,Novoaleksandrovsk,Uezdnyi gorod,,,6359,,Kovno,Novoaleksandrovsk
Okmianitsa,1703Ok1,Kovno,17,3,Pale,Lithuania,1,,,55.7,27,0,Okmianitsa,,,Not mentioned in census; May be no Jews or less than 500 people,,,Kovno,Novoaleksandrovsk
Oknista,1703Ok2,Kovno,17,3,Pale,Lithuania,0,458,649,56.1667,25.75,1,Oknista,mestechko,,,649,,Kovno,Novoaleksandrovsk
Opsa,1703Op1,Kovno,17,3,Pale,Lithuania,1,,,55.5333,26.8333,0,Opsa,,,Not mentioned in census; May be no Jews or less than 500 people,,,Kovno,Novoaleksandrovsk
Pliusy,1703Pl1,Kovno,17,3,Pale,Lithuania,1,,,55.8167,27.0333,0,Pliusy,,,Not mentioned in census; Jews were allowed to settle at 1882 : http://ru.wikisource.org/wiki/%D0%95%D0%AD%D0%91%D0%95/%D0%9F%D0%BB%D1%8E%D1%81%D1%8B,,,Kovno,Novoaleksandrovsk
Panemunelis,1703Pn1,Kovno,17,3,Pale,Lithuania,1,,,55.9167,25.4833,0,Panemunelis,,,Not mentioned in census; May be no Jews or less than 500 people,,,Kovno,Novoaleksandrovsk
Ponediel',1703Pn2,Kovno,17,3,Pale,Lithuania,0,1131,1190,56.0167,25.2167,1,Ponediel',mestechko,,,1190,,Kovno,Novoaleksandrovsk
Popel',1703Pp1,Kovno,17,3,Pale,Lithuania,1,,,56.1167,25,0,Popel',,,Not mentioned in census; May be no Jews or less than 500 people,,,Kovno,Novoaleksandrovsk
Redutka,1703Rd1,Kovno,17,3,Pale,Lithuania,0,443,609,,,1,Redutka (Porakishki),poselok,,Jews were allowed to settle in 1903 : http://ru.wikiRakishkisource.org/wiki/%D0%95%D0%AD%D0%91%D0%95/%D0%A0%D0%B5%D0%B4%D1%83%D1%82%D0%BA%D0%B0 Now part of Rakishki,609,,Kovno,Novoaleksandrovsk
Rakishki,1703Rk1,Kovno,17,3,Pale,Lithuania,0,2067,2736,55.9667,25.5833,1,Rakishki,mestechko,,,2736,,Kovno,Novoaleksandrovsk
Rimshan,1703Rm1,Kovno,17,3,Pale,Lithuania,1,,,55.5333,26.4333,0,Rimshan,,,Not mentioned in census: may be not existed or less than 500 people,,,Kovno,Novoaleksandrovsk
Skopishki,1703Sk1,Kovno,17,3,Pale,Lithuania,0,1010,1184,55.8833,25.2,1,Skopishki,mestechko,,,1184,,Kovno,Novoaleksandrovsk
Slobodka,1703Sl1,Kovno,17,3,Pale,Lithuania,0,220,644,55.6833,27.1833,1,Slobodka,derevnia,,,644,,Kovno,Novoaleksandrovsk
Soloki,1703Sl2,Kovno,17,3,Pale,Lithuania,0,1582,2386,55.5833,26.1333,1,Soloki,mestechko,,,2386,,Kovno,Novoaleksandrovsk
Suveinishki,1703Sv1,Kovno,17,3,Pale,Lithuania,0,684,855,56.1667,25.2833,1,Suveinishki,mestechko,,,855,,Kovno,Novoaleksandrovsk
Tavroginy,1703Tv1,Kovno,17,3,Pale,Lithuania,0,596,1070,55.45,25.8167,1,Tavroginy,mestechko,,,1070,,Kovno,Novoaleksandrovsk
Vidzy,1703Vd1,Kovno,17,3,Pale,Lithuania,0,3480,5103,55.4,26.6333,1,Vidzy,Zashtatnyi gorod,,,5103,,Kovno,Novoaleksandrovsk
Zamoshie,1703Zm1,Kovno,17,3,Pale,Lithuania,1,,,55.5,27.0833,0,Zamoshie,,,Not mentioned in census; May be no Jews or less than 500 people,,,Kovno,Novoaleksandrovsk
Zarachie,1703Zr1,Kovno,17,3,Pale,Lithuania,1,,,55.6333,26.95,0,Zarachie,,,Not mentioned in census; May be no Jews or less than 500 people,,,Kovno,Novoaleksandrovsk
Birzhi,1704Br1,Kovno,17,4,Pale,Lithuania,0,2510,4413,56.2,24.75,1,Birzhi,mestechko,,Name of district as it mentioned in census,4413,,Kovno,Poneviezh
Brunovishki,1704Br2,Kovno,17,4,Pale,Lithuania,1,,,56.3667,24.4,0,Brunovishki,,,Not mentioned in census; May be no Jews or less than 500 people,,,Kovno,Poneviezh
Gelazhai,1704Gl1,Kovno,17,4,Pale,Lithuania,1,,,55.8333,24.7,0,Gelazhai,,,Not mentioned in census; May be no Jews or less than 500 people,,,Kovno,Poneviezh
Ioganishkeli,1704Ig1,Kovno,17,4,Pale,Lithuania,0,136,607,56.0333,24.1667,1,Ioganishkeli,mestechko,,,607,,Kovno,Poneviezh
Konstantinovo,1704Kn1,Kovno,17,4,Pale,Lithuania,0,493,883,56.1667,24.2,1,Konstantinovo,mestechko,,,883,,Kovno,Poneviezh
Kirkliai,1704Kr1,Kovno,17,4,Pale,Lithuania,1,,,56.2333,24.7,0,Kirkliai,,,Not mentioned in census; May be no Jews or less than 500 people,,,Kovno,Poneviezh
Krakinovo,1704Kr2,Kovno,17,4,Pale,Lithuania,0,1505,2187,55.55,24.1,1,Krakinovo,mestechko,,,2187,,Kovno,Poneviezh
Linkovo,1704Ln1,Kovno,17,4,Pale,Lithuania,0,1213,1992,56.0833,23.9833,1,Linkovo,mestechko,,,1992,,Kovno,Poneviezh
Mikhalishki,1704Mk1,Kovno,17,4,Pale,Lithuania,1,,,55.9,24.2333,,Mikhalishki,,,May be in guberniia Vilno. Nearest town is in Ponevezh (Yannay).,,,Kovno,Poneviezh
Novoe-Miesto,1704Nv1,Kovno,17,4,Pale,Lithuania,0,298,985,55.6833,24.15,1,Novoe-Miesto,mestechko,,,985,,Kovno,Poneviezh
