name,index_sht,prov,prov_no,dist_no,pale,region,no_jew_count,jew_pop,tot_pop,lat,lon,census,full_name,type,jewpop_flag,comments,total,total_flag,prov_name,dist_name
Liatovich,5109Lt1,Warsaw,51,9,Pale,Poland,0,423,1884,52.03333,21.81667,1,Liatovich,posad,,,1884,,Warsaw,Novo-Minsk
Novo-Minsk,5109Nv1,Warsaw,51,9,Pale,Poland,0,3655,9286,52.1833,21.5667,1,Novo-Minsk,Uezdnyi gorod,,,9286,,Warsaw,Novo-Minsk
Stanislavov,5109St1,Warsaw,51,9,Pale,Poland,0,601,2083,52.28333,21.55,1,Stanislavov,posad,,,2083,,Warsaw,Novo-Minsk
Villi,5109Vl1,Warsaw,51,9,Pale,Poland,0,114,726,52.1333,21.3167,1,Villi (dachi) Otvotskiia,derevnia,,,726,,Warsaw,Novo-Minsk
Zavady,5109Zv1,Warsaw,51,9,Pale,Poland,0,120,569,52.4,21.91667,1,Zavady,derevnia,,,569,,Warsaw,Novo-Minsk
Chervinsk,5110Cr1,Warsaw,51,10,Pale,Poland,0,384,1312,52.4,20.3,1,Chervinsk,posad,,,1312,,Warsaw,Plonsk
Kuchary,5110Kc1,Warsaw,51,10,Pale,Poland,1,,,52.6667,20.5,0,Kuchary,,,Not mentioned in census; May be no Jews or less than 500 people,,,Warsaw,Plonsk
Nove-Miasto,5110Nv1,Warsaw,51,10,Pale,Poland,0,956,1870,52.65,20.6333,1,Nove-Miasto,posad,,,1870,,Warsaw,Plonsk
Plonsk,5110Pl1,Warsaw,51,10,Pale,Poland,0,4447,7900,52.6333,20.3833,1,Plonsk,Uezdnyi gorod,,,7900,,Warsaw,Plonsk
Zakrochim,5110Zk1,Warsaw,51,10,Pale,Poland,0,2226,4518,52.4333,20.6333,1,Zakrochim,Bezuezdnyi gorod,,,4518,,Warsaw,Plonsk
Nasel'sk,5111Ns1,Warsaw,51,11,Pale,Poland,0,3030,4693,52.5833,20.8,1,Nasel'sk,Bezuezdnyi gorod,,,4693,,Warsaw,Pultusk
Pultusk,5111Pl1,Warsaw,51,11,Pale,Poland,0,5603,15968,52.7167,21.1,1,Pultusk,Uezdnyi gorod,,,15968,,Warsaw,Pultusk
Sokhotsin,5111Sk1,Warsaw,51,11,Pale,Poland,0,449,1334,52.6833,20.4667,1,Sokhotsin,posad,,,1334,,Warsaw,Pultusk
Sorotsk,5111Sr1,Warsaw,51,11,Pale,Poland,0,2054,3916,52.5167,21.0667,1,Sorotsk,posad,,,3916,,Warsaw,Pultusk
Vyshkov,5111Vy1,Warsaw,51,11,Pale,Poland,0,3207,5038,52.6,21.4667,1,Vyshkov,posad,,,5038,,Warsaw,Pultusk
Dobre,5112Db1,Warsaw,51,12,Pale,Poland,0,385,1004,52.3333,21.6833,1,Dobre,selo,,,1004,,Warsaw,Radimin
Iadov,5112Id1,Warsaw,51,12,Pale,Poland,0,1272,1797,52.4667,21.6333,1,Iadov,posad,,,1797,,Warsaw,Radimin
Kamenchik,5112Km1,Warsaw,51,12,Pale,Poland,0,170,1215,52.6,21.53333,1,Kamenchik,posad,,,1215,,Warsaw,Radimin
Radimin,5112Rd1,Warsaw,51,12,Pale,Poland,0,2136,4172,52.4167,21.1833,1,Radimin,Uezdnyi gorod,,,4172,,Warsaw,Radimin
Tlushch,5112Tl1,Warsaw,51,12,Pale,Poland,1,,,52.4167,21.45,0,Tlushch,,,Not mentioned in census; May be no Jews or less than 500 people,,,Warsaw,Radimin
Volomin,5112Vl1,Warsaw,51,12,Pale,Poland,1,,,52.35,21.25,0,Volomin,,,Not mentioned in census; May be no Jews or less than 500 people,,,Warsaw,Radimin
Skernevitsy,5113Sk1,Warsaw,51,13,Pale,Poland,0,3069,10745,51.9667,20.15,1,Skernevitsy,Uezdnyi gorod,,,10745,,Warsaw,Skernevitsy
Skernevka Novaia i Novaia ulit,5113Sk2,Warsaw,51,13,Pale,Poland,0,140,1375,51.9667,20.15,1,Skernevka Novaia i Novaia ulitsa,derevnia,,"Now, probably, part of Skernevitsy",1375,,Warsaw,Skernevitsy
Ilov,5114Il1,Warsaw,51,14,Pale,Poland,0,320,588,52.33333,20.03333,1,Ilov,posad,,,588,,Warsaw,Sokhachev
Sokhachev,5114Sk1,Warsaw,51,14,Pale,Poland,0,3800,6038,52.2333,20.25,1,Sokhachev,Uezdnyi gorod,,,6038,,Warsaw,Sokhachev
Blashki,5201Bl1,Kalisz,52,1,Pale,Poland,0,2320,3995,51.6667,18.45,1,Blashki,Bezuezdnyi gorod,,,3995,,Kalisz,Kalish
Ivanovitse,5201Iv1,Kalisz,52,1,Pale,Poland,0,68,665,51.65,18.33333,1,Ivanovitse,posad,,,665,,Kalisz,Kalish
Kalish,5201Kl1,Kalisz,52,1,Pale,Poland,0,7597,24418,51.75,18.0833,1,Kalish,Gubernskii gorod,,,24418,,Kalisz,Kalish
Koz'minsk,5201Kz1,Kalisz,52,1,Pale,Poland,0,473,1720,51.8,18.33333,1,Koz'minsk,posad,,,1720,,Kalisz,Kalish
Stavishin,5201St1,Kalisz,52,1,Pale,Poland,0,462,2206,51.9167,18.1167,1,Stavishin,poselok,,,2206,,Kalisz,Kalish
Boleslavets,5202Bl1,Kalisz,52,2,Pale,Poland,0,407,1348,51.2,18.2,1,Boleslavets,posad,,,1348,,Kalisz,Veliun'
Dzialoshin,5202Dz1,Kalisz,52,2,Pale,Poland,0,2263,4082,51.1167,18.8667,1,Dzialoshin,posad,,,4082,,Kalisz,Veliun'
Liututov,5202Lt1,Kalisz,52,2,Pale,Poland,0,829,1445,51.3667,18.4333,1,Liututov,posad,,,1445,,Kalisz,Veliun'
Osiakov,5202Os1,Kalisz,52,2,Pale,Poland,0,552,1233,51.2833,18.8,1,Osiakov,posad,,,1233,,Kalisz,Veliun'
Prashka,5202Pr1,Kalisz,52,2,Pale,Poland,0,1878,3131,51.05,18.4667,1,Prashka,posad,,,3131,,Kalisz,Veliun'
Veliun',5202Vl1,Kalisz,52,2,Pale,Poland,0,2733,7850,51.2167,18.55,1,Veliun',Uezdnyi gorod,,,7850,,Kalisz,Veliun'
Verushov,5202Vr1,Kalisz,52,2,Pale,Poland,0,1587,4374,51.2833,18.1667,1,Verushov,posad,,,4374,,Kalisz,Veliun'
Babiak,5203Bb1,Kalisz,52,3,Pale,Poland,0,221,610,52.35,18.6667,1,Babiak,posad,,,610,,Kalisz,Kolo
Brudzev,5203Br1,Kalisz,52,3,Pale,Poland,0,105,889,52.1,18.6,1,Brudzev,posad,,,889,,Kalisz,Kolo
Dombe,5203Dm1,Kalisz,52,3,Pale,Poland,0,977,3149,52.0833,18.8333,1,Dombe,Bezuezdnyi gorod,,,3149,,Kalisz,Kolo
Izbitsa,5203Iz1,Kalisz,52,3,Pale,Poland,0,1250,2188,52.4167,18.7833,1,Izbitsa,posad,,,2188,,Kalisz,Kolo
Klodava,5203Kl1,Kalisz,52,3,Pale,Poland,0,874,2945,52.25,18.9167,1,Klodava,posad,,,2945,,Kalisz,Kolo
Kolo,5203Kl2,Kalisz,52,3,Pale,Poland,0,4013,9359,52.1833,18.6167,1,Kolo,Uezdnyi gorod,,,9359,,Kalisz,Kolo
Sompol'no,5203Sm1,Kalisz,52,3,Pale,Poland,0,908,2848,52.3833,18.5167,1,Sompol'no,posad,,,2848,,Kalisz,Kolo
Golina,5204Gl1,Kalisz,52,4,Pale,Poland,0,679,1784,52.25,18.1,1,Golina,posad,,,1784,,Kalisz,Konin
Konin,5204Kn1,Kalisz,52,4,Pale,Poland,0,2502,8522,52.2167,18.2667,1,Konin,Uezdnyi gorod,,,8522,,Kalisz,Konin
Rykhval,5204Ry1,Kalisz,52,4,Pale,Poland,0,151,920,52.0667,18.1667,1,Rykhval,posad,,,920,,Kalisz,Konin
Slesin,5204Sl1,Kalisz,52,4,Pale,Poland,0,223,1299,52.3667,18.3167,1,Slesin,posad,,,1299,,Kalisz,Konin
Tulishkov,5204Tl1,Kalisz,52,4,Pale,Poland,0,200,1794,52.0833,18.3,1,Tulishkov,posad,,,1794,,Kalisz,Konin
Veliolenka,5204Vl1,Kalisz,52,4,Pale,Poland,0,352,708,52.06667,18.06667,1,Veliolenka,koloniia,,http://pl.wikipedia.org/wiki/Wielo%C5%82%C4%99ka_(wojew%C3%B3dztwo_wielkopolskie),708,,Kalisz,Konin
Vladislavov,5204Vl2,Kalisz,52,4,Pale,Poland,0,217,885,52.1,18.4833,1,Vladislavov,posad,,,885,,Kalisz,Konin
Grabov,5205Gr1,Kalisz,52,5,Pale,Poland,0,640,1054,52.1333,19.0167,1,Grabov,posad,,,1054,,Kalisz,Lenchitsa
Lenchitsa,5205Ln1,Kalisz,52,5,Pale,Poland,0,3471,8863,52.0667,19.2167,1,Lenchitsa,Uezdnyi gorod,,,8863,,Kalisz,Lenchitsa
Oziurkov,5205Oz1,Kalisz,52,5,Pale,Poland,0,5838,11533,51.9667,19.2833,1,Oziurkov,Bezuezdnyi gorod,,,11533,,Kalisz,Lenchitsa
Podembitse,5205Pd1,Kalisz,52,5,Pale,Poland,0,1266,2724,51.8833,18.95,1,Podembitse,posad,,,2724,,Kalisz,Lenchitsa
Piontek,5205Pn1,Kalisz,52,5,Pale,Poland,0,1090,2325,52.0667,19.4833,1,Piontek,mestechko,,,2325,,Kalisz,Lenchitsa
Parzhanchev,5205Pr1,Kalisz,52,5,Pale,Poland,0,254,984,51.95,19.2167,1,Parzhanchev,posad,,,984,,Kalisz,Lenchitsa
Klechev,5206Kl1,Kalisz,52,6,Pale,Poland,0,784,2371,52.3667,18.1667,1,Klechev,posad,,,2371,,Kalisz,Sluptsy
Lendek,5206Ln1,Kalisz,52,6,Pale,Poland,1,27,864,52.2167,17.9333,1,Lendek (in census there is similar place unclear with its last letter),posad,at_most,Details were taken from census with link exception; Calculated by subtraction from Total value any other groups mentioned in census for this place,864,,Kalisz,Sluptsy
Pyzdry,5206Py1,Kalisz,52,6,Pale,Poland,0,424,3564,52.1667,17.7,1,Pyzdry,posad,,,3564,,Kalisz,Sluptsy
Skul'sk,5206Sk1,Kalisz,52,6,Pale,Poland,0,185,738,52.4833,18.3333,1,Skul'sk,posad,,,738,,Kalisz,Sluptsy
Sluptsy,5206Sl1,Kalisz,52,6,Pale,Poland,0,751,3852,52.2833,17.8833,1,Sluptsy,Uezdnyi gorod,,,3852,,Kalisz,Sluptsy
Vil'chin,5206Vl1,Kalisz,52,6,Pale,Poland,0,236,609,52.4833,18.1667,1,Vil'chin,posad,,,609,,Kalisz,Sluptsy
Zagurov,5206Zg1,Kalisz,52,6,Pale,Poland,0,658,2980,52.1667,17.9,1,Zagurov,posad,,,2980,,Kalisz,Sluptsy
Burzhenin,5207Br1,Kalisz,52,7,Pale,Poland,0,229,929,51.4667,18.8333,1,Burzhenin,posad,,,929,,Kalisz,Sieradz'
Shadek,5207Sd1,Kalisz,52,7,Pale,Poland,0,495,2502,51.6833,18.9833,1,Shadek,posad,,,2502,,Kalisz,Sieradz'
Sieradz',5207Sr1,Kalisz,52,7,Pale,Poland,0,2357,7005,51.6,18.75,1,Sieradz',Uezdnyi gorod,,,7005,,Kalisz,Sieradz'
Varta,5207Vr1,Kalisz,52,7,Pale,Poland,0,1772,3418,51.7,18.6333,1,Varta,Bezuezdnyi gorod,,,3418,,Kalisz,Sieradz'
Zdunskaia Volia,5207Zd1,Kalisz,52,7,Pale,Poland,0,7259,15910,51.6,18.9333,1,Zdunskaia Volia,Bezuezdnyi gorod,,,15910,,Kalisz,Sieradz'
Zlochev,5207Zl1,Kalisz,52,7,Pale,Poland,0,1501,2301,51.4167,18.6167,1,Zlochev,posad,,,2301,,Kalisz,Sieradz'
Dobra,5208Db1,Kalisz,52,8,Pale,Poland,0,1185,2719,51.9167,18.6167,1,Dobra,posad,,,2719,,Kalisz,Turek
Kowale Panskie,5208Kw1,Kalisz,52,8,Pale,Poland,1,,,51.9333,18.55,0,Kowale Panskie,,,Not mentioned in census; May be no Jews or less than 500 people,,,Kalisz,Turek
Penchnev,5208Pn1,Kalisz,52,8,Pale,Poland,0,104,638,51.8,18.73333,1,Penchnev,koloniia,,,638,,Kalisz,Turek
Turek,5208Tr1,Kalisz,52,8,Pale,Poland,0,2074,8118,52.0333,18.5,1,Turek,Uezdnyi gorod,,,8118,,Kalisz,Turek
Unieev,5208Un1,Kalisz,52,8,Pale,Poland,0,960,2681,51.9667,18.8,1,Unieev,posad,,,2681,,Kalisz,Turek
Bodzentin,5301Bd1,Kielce,53,1,Pale,Poland,0,1472,3350,50.95,20.9667,1,Bodzentin,posad,,,3350,,Kielce,Kiel'tsy
Bialogon,5301Bl1,Kielce,53,1,Pale,Poland,0,348,970,50.85,20.55,1,Bialogon,derevnia,,Now part of Kieltsy,970,,Kielce,Kiel'tsy
Daleshitse,5301Dl1,Kielce,53,1,Pale,Poland,0,270,1987,50.8167,20.8,1,Daleshitse,posad,,,1987,,Kielce,Kiel'tsy
Dombrova,5301Dm1,Kielce,53,1,Pale,Poland,0,104,946,50.91667,20.68333,1,Dombrova,derevnia,,,946,,Kielce,Kiel'tsy
Kieltsy,5301Kl1,Kielce,53,1,Pale,Poland,0,6399,23178,50.8333,20.6667,1,Kieltsy,Gubernskii gorod,,,23178,,Kielce,Kiel'tsy
Khentsiny,5301Kn1,Kielce,53,1,Pale,Poland,0,4361,6178,50.7333,20.45,1,Khentsiny,Bezuezdnyi gorod,,,6178,,Kielce,Kiel'tsy
Lopushno,5301Lp1,Kielce,53,1,Pale,Poland,0,462,854,50.95,20.25,1,Lopushno,selo,,,854,,Kielce,Kiel'tsy
Promnik,5301Pr1,Kielce,53,1,Pale,Poland,0,49,491,50.91667,20.43333,1,Promnik,derevnia,,,491,,Kielce,Kiel'tsy
Sukhednev Zapadnyi,5301Sk1,Kielce,53,1,Pale,Poland,0,418,559,51.0667,20.8333,1,Sukhednev Zapadnyi (byvshii torogovyi posad),poselok,,,559,,Kielce,Kiel'tsy
Slupia Novaia,5301Sl1,Kielce,53,1,Pale,Poland,0,1038,1674,50.8667,21.1,1,Slupia Novaia,posad,,,1674,,Kielce,Kiel'tsy
Andreev,5302An1,Kielce,53,2,Pale,Poland,0,2050,4717,50.6333,20.3,1,Andreev,posad,,Entered as it mentioned in the census,4717,,Kielce,
Malogoshch,5302Ml1,Kielce,53,2,Pale,Poland,0,465,1883,50.8167,20.2833,1,Malogoshch,posad,,,1883,,Kielce,
Oksa,5302Ok1,Kielce,53,2,Pale,Poland,0,67,512,50.73333,20.1,1,Oksa,selo,,,512,,Kielce,
Sobkov,5302Sb1,Kielce,53,2,Pale,Poland,0,646,1117,50.7,20.4667,1,Sobkov,posad,,,1117,,Kielce,
Sendzishev,5302Sn1,Kielce,53,2,Pale,Poland,1,54,789,50.5833,20.0667,1,Sendzishev,selo,at_most,Calculated by subtraction from Total value any other groups mentioned in census for this place;,789,,Kielce,
Vodzislav,5302Vd1,Kielce,53,2,Pale,Poland,0,2667,3622,50.5333,20.2,1,Vodzislav,posad,,,3622,,Kielce,
Kurzhelev,5303Kr1,Kielce,53,3,Pale,Poland,0,179,1194,50.8833,19.8833,1,Kurzhelev,posad,,,1194,,Kielce,
Lelev,5303Ll1,Kielce,53,3,Pale,Poland,0,720,1236,50.6833,19.6167,1,Lelev,posad,,,1236,,Kielce,
Shchekotsiny,5303Sc1,Kielce,53,3,Pale,Poland,0,2305,3393,50.6333,19.8333,1,Shchekotsiny,posad,,,3393,,Kielce,
Setsemin,5303St1,Kielce,53,3,Pale,Poland,0,171,1203,50.7667,19.8333,1,Setsemin,posad,,,1203,,Kielce,
Vloshchov,5303Vl1,Kielce,53,3,Pale,Poland,0,2530,3724,50.8667,19.9667,1,Vloshchov,posad,,Type is entered as it mentioned in the census,3724,,Kielce,
Brzhesko,5304Br1,Kielce,53,4,Pale,Poland,0,213,1287,50.1333,20.3833,1,Brzhesko,posad,,,1287,,Kielce,Miekhov
Kharshnitsa,5304Kr1,Kielce,53,4,Pale,Poland,1,,,50.4167,19.9333,0,Kharshnitsa,,,Not mentioned in census; May be no Jews or less than 500 people,,,Kielce,Miekhov
Ksenzh Velikii,5304Ks1,Kielce,53,4,Pale,Poland,0,729,1412,50.4333,20.1333,1,Ksenzh Velikii,posad,,,1412,,Kielce,Miekhov
Miekhov,5304Mk1,Kielce,53,4,Pale,Poland,0,1436,4175,50.3667,20.0333,1,Miekhov,Uezdnyi gorod,,,4175,,Kielce,Miekhov
Proshovitse,5304Pr1,Kielce,53,4,Pale,Poland,0,639,2627,50.2,20.3,1,Proshovitse,posad,,,2627,,Kielce,Miekhov
Slomniki,5304Sl1,Kielce,53,4,Pale,Poland,0,904,3690,50.25,20.1,1,Slomniki,posad,,,3690,,Kielce,Miekhov
Kromolow,5305Kr1,Kielce,53,5,Pale,Poland,1,,,50.4833,19.5167,0,Kromolow,,,Not mentioned in census; May be no Jews or less than 500 people,,,Kielce,Ol'kush
Ol'kush,5305Ol1,Kielce,53,5,Pale,Poland,0,1840,3441,50.2833,19.5667,1,Ol'kush,Uezdnyi gorod,,,3441,,Kielce,Ol'kush
Pilitsa,5305Pl1,Kielce,53,5,Pale,Poland,0,2688,3975,50.4667,19.65,1,Pilitsa,posad,,,3975,,Kielce,Ol'kush
Skala,5305Sk1,Kielce,53,5,Pale,Poland,0,417,2460,50.2333,19.8667,1,Skala,posad,,,2460,,Kielce,Ol'kush
Slavkov,5305Sl1,Kielce,53,5,Pale,Poland,0,714,4243,50.3,19.4,1,Slavkov,posad,,,4243,,Kielce,Ol'kush
Vol'brom,5305Vl1,Kielce,53,5,Pale,Poland,0,2901,4815,50.3667,19.7667,1,Vol'brom,posad,,,4815,,Kielce,Ol'kush
Zharnovets,5305Zr1,Kielce,53,5,Pale,Poland,0,1412,2472,50.4833,19.8667,1,Zharnovets,posad,,,2472,,Kielce,Ol'kush
Dzialoshitse,5306Dz1,Kielce,53,6,Pale,Poland,0,3526,4606,50.3667,20.35,1,Dzialoshitse,Bezuezdnyi gorod,,,4606,,Kielce,Pinchov
Koshitse,5306Ks1,Kielce,53,6,Pale,Poland,0,366,1049,50.1667,20.5667,1,Koshitse,posad,,,1049,,Kielce,Pinchov
Kazimerzha Vel'ka,5306Kz1,Kielce,53,6,Pale,Poland,1,152,1625,50.2667,20.4833,1,Kazimerzha Vel'ka,selo,at_most,Calculated by subtraction from Total value any other groups mentioned in census for this place;,1625,,Kielce,Pinchov
Opatovets,5306Op1,Kielce,53,6,Pale,Poland,0,102,650,50.25,20.7333,1,Opatovets,posad,,,650,,Kielce,Pinchov
Pinchov,5306Pn1,Kielce,53,6,Pale,Poland,0,5194,9075,50.5333,20.5333,1,Pinchov,Uezdnyi gorod,,,9075,,Kielce,Pinchov
Skal'bmerzh,5306Sk1,Kielce,53,6,Pale,Poland,0,359,1258,50.3333,20.4167,1,Skal'bmerzh,posad,,,1258,,Kielce,Pinchov
Vislitsa,5306Vs1,Kielce,53,6,Pale,Poland,0,1755,2508,50.35,20.6833,1,Vislitsa,posad,,,2508,,Kielce,Pinchov
Busk,5307Bs1,Kielce,53,7,Pale,Poland,0,895,2169,50.4667,20.7167,1,Busk,posad,,,2169,,Kielce,
Khmiel'nik,5307Km1,Kielce,53,7,Pale,Poland,0,5671,6888,50.6333,20.75,1,Khmiel'nik,Bezuezdnyi gorod,,,6888,,Kielce,
Korchin Novyi,5307Kr1,Kielce,53,7,Pale,Poland,0,2781,3787,50.3,20.8167,1,Korchin Novyi,posad,,,3787,,Kielce,
Kurozvenki,5307Kr2,Kielce,53,7,Pale,Poland,0,265,1031,50.5833,21.1,1,Kurozvenki,posad,,,1031,,Kielce,
Olesnitsa,5307Ol1,Kielce,53,7,Pale,Poland,0,199,1164,50.45,21.0667,1,Olesnitsa,posad,,,1164,,Kielce,
Perzhkhnitsa,5307Pr1,Kielce,53,7,Pale,Poland,0,367,1113,50.7,20.75,1,Perzhkhnitsa,posad,,,1113,,Kielce,
Patsanov,5307Pt1,Kielce,53,7,Pale,Poland,0,1520,2451,50.4,21.05,1,Patsanov,posad,,,2451,,Kielce,
Petrkovitse,5307Pt2,Kielce,53,7,Pale,Poland,0,192,512,50.6667,20.6833,1,Petrkovitse,selo,,,512,,Kielce,
Shidlov,5307Sd1,Kielce,53,7,Pale,Poland,0,867,2368,50.6,21,1,Shidlov,posad,,,2368,,Kielce,
Stopnitsa,5307St1,Kielce,53,7,Pale,Poland,0,3134,4420,50.4333,20.95,1,Stopnitsa,posad,,Type is entered as it mentioned in the census,4420,,Kielce,
Gelchin,5401Gl1,Lomza,54,1,Pale,Poland,0,75,623,53.11666,22.06667,1,Gelchin,derevnia,,,623,,Lomza,Lomzha
Gats'-Sokolia צ Lonka,5401Gt1,Lomza,54,1,Pale,Poland,0,377,780,53.0833,22.25,1,Gats'-Sokolia צ Lonka,derevnia,,,780,,Lomza,Lomzha
Konarzhitse,5401Kn1,Lomza,54,1,Pale,Poland,0,58,487,53.13334,22.03333,1,Konarzhitse,derevnia,,,487,,Lomza,Lomzha
Kossevo,5401Ks1,Lomza,54,1,Pale,Poland,0,149,528,52.91667,21.9,1,Kossevo,derevnia,,,528,,Lomza,Lomzha
Kostel'ne,5401Ks2,Lomza,54,1,Pale,Poland,0,136,491,53.01667,22.36667,1,Kostel'ne (Kolaki צ Kostel'ne),selo,,,491,,Lomza,Lomzha
Lomzha,5401Lm1,Lomza,54,1,Pale,Poland,0,9244,26093,53.1833,22.0833,1,Lomzha,Gubernskii gorod,,,26093,,Lomza,Lomzha
Lapy Barviki,5401Lp1,Lomza,54,1,Pale,Poland,0,469,1496,52.9833,22.8667,1,Lapy Barviki,derevnia,,May be the same place,1496,,Lomza,Lomzha
Novogrod,5401Nv1,Lomza,54,1,Pale,Poland,0,1177,3029,53.2333,21.8667,1,Novogrod,posad,,,3029,,Lomza,Lomzha
Piontnitsa,5401Pn1,Lomza,54,1,Pale,Poland,0,1239,2372,53.1833,22.1,1,Piontnitsa,selo,,,2372,,Lomza,Lomzha
Rutki,5401Rt1,Lomza,54,1,Pale,Poland,0,545,1005,53.1,22.4333,1,Rutki,selo,,,1005,,Lomza,Lomzha
Shumovo Gura,5401Sm1,Lomza,54,1,Pale,Poland,0,198,774,52.9333,22.0833,1,Shumovo Gura,selo,,,774,,Lomza,Lomzha
Sniadovo,5401Sn1,Lomza,54,1,Pale,Poland,0,624,1421,53.0333,22,1,Sniadovo,posad,,,1421,,Lomza,Lomzha
Vizna,5401Vz1,Lomza,54,1,Pale,Poland,0,876,2877,53.2,22.3833,1,Vizna,posad,,,2877,,Lomza,Lomzha
Zambrov,5401Zm1,Lomza,54,1,Pale,Poland,0,3463,10902,52.9833,22.25,1,Zambrov,posad,,,10902,,Lomza,Lomzha
Charnia,5402Cr1,Lomza,54,2,Pale,Poland,0,120,551,53.35,21.2,1,Charnia,derevnia,,,551,,Lomza,Kol'no
Edvbno,5402Ed1,Lomza,54,2,Pale,Poland,0,1941,2505,53.2833,22.3,1,Edvbno,posad,,,2505,,Lomza,Kol'no
Kol'no,5402Kl1,Lomza,54,2,Pale,Poland,0,2863,4891,53.4167,21.9333,1,Kol'no,Uezdnyi gorod,,,4891,,Lomza,Kol'no
Staviski,5402St1,Lomza,54,2,Pale,Poland,0,2554,3339,53.3667,22.15,1,Staviski,posad,,,3339,,Lomza,Kol'no
Zboina,5402Zb1,Lomza,54,2,Pale,Poland,1,80,849,53.25,21.8,1,Zboina,selo,at_most,Calculated by subtraction from Total value any other groups mentioned in census for this place;,849,,Lomza,Kol'no
Iablonka,5403Ib1,Lomza,54,3,Pale,Poland,0,638,719,52.95,22.3667,1,Iablonka,posad,,,719,,Lomza,
Mazovetsk,5403Mz1,Lomza,54,3,Pale,Poland,0,1927,3246,52.9167,22.5167,1,Mazovetsk,posad,,Type is entered as it mentioned in the census,3246,,Lomza,
Sokoly,5403Sk1,Lomza,54,3,Pale,Poland,0,1723,2056,52.9833,22.7,1,Sokoly,posad,,,2056,,Lomza,
Tsiekhanovets,5403Ts1,Lomza,54,3,Pale,Poland,0,1498,2320,52.68333,22.5,1,Tsiekhanovets,posad,,,2320,,Lomza,
Tykotsin,5403Ty1,Lomza,54,3,Pale,Poland,0,2485,4212,53.2,22.7833,1,Tykotsin,Bezuezdnyi gorod,,,4212,,Lomza,
Krasnosel'ts,5404Kr1,Lomza,54,4,Pale,Poland,0,1331,2110,53.0333,21.1667,1,Krasnosel'ts,posad,,,2110,,Lomza,Makov
Makov,5404Mk1,Lomza,54,4,Pale,Poland,0,4448,7206,52.8667,21.1,1,Makov,Uezdnyi gorod,,,7206,,Lomza,Makov
Rozhan,5404Rz1,Lomza,54,4,Pale,Poland,0,1698,3721,52.8833,21.4167,1,Rozhan,posad,,,3721,,Lomza,Makov
Andruseevo,5405An1,Lomza,54,5,Pale,Poland,0,586,1448,52.85,22.1667,1,Andruseevo,posad,,,1448,,Lomza,Ostrov
Branshchik,5405Br1,Lomza,54,5,Pale,Poland,1,,,52.6333,21.6,0,Branshchik,,,Not mentioned in census; May be no Jews or less than 500 people,,,Lomza,Ostrov
Brok,5405Br2,Lomza,54,5,Pale,Poland,0,1296,2657,52.7,21.85,1,Brok,posad,,,2657,,Lomza,Ostrov
Chizhev,5405Cz1,Lomza,54,5,Pale,Poland,0,1596,1785,52.8,22.3167,1,Chizhev,posad,,,1785,,Lomza,Ostrov
Dlugosedlo,5405Dl1,Lomza,54,5,Pale,Poland,0,800,1249,52.7667,21.6,1,Dlugosedlo,selo,,,1249,,Lomza,Ostrov
Malkin' Gurna,5405Ml1,Lomza,54,5,Pale,Poland,0,348,1091,52.6833,22.0167,1,Malkin' Gurna,derevnia,,,1091,,Lomza,Ostrov
Nur,5405Nr1,Lomza,54,5,Pale,Poland,0,1212,2133,52.6667,22.3167,1,Nur,posad,,,2133,,Lomza,Ostrov
Ostrov,5405Os1,Lomza,54,5,Pale,Poland,0,5960,10471,52.8,21.9,1,Ostrov,Uezdnyi gorod,,,10471,,Lomza,Ostrov
Poremba Kotsemby,5405Pr1,Lomza,54,5,Pale,Poland,1,,,52.7,21.6833,0,Poremba Kotsemby,,,Not mentioned in census; May be no Jews or less than 500 people,,,Lomza,Ostrov
Poremba Sredniaia,5405Pr2,Lomza,54,5,Pale,Poland,0,74,541,52.6833,21.7,1,Poremba Sredniaia,selo,,,541,,Lomza,Ostrov
Siechikhi,5405Sc1,Lomza,54,5,Pale,Poland,0,88,552,,,1,Siechikhi,derevnia,,Sia?ychi ?,552,,Lomza,Ostrov
Vonsevo,5405Vn1,Lomza,54,5,Pale,Poland,0,196,676,52.8833,21.6667,1,Vonsevo,selo,,,676,,Lomza,Ostrov
Zaremby Kostel'ne,5405Zr1,Lomza,54,5,Pale,Poland,0,1063,1241,52.75,22.1333,1,Zaremby Kostel'ne,posad,,,1241,,Lomza,Ostrov
Chervin,5406Cr1,Lomza,54,6,Pale,Poland,1,,,52.95,21.75,0,Chervin,,,Not mentioned in census; May be no Jews or less than 500 people,,,Lomza,Ostrolenka
Govorovo,5406Gv1,Lomza,54,6,Pale,Poland,0,1844,2139,52.9,21.5667,1,Govorovo,posad,,,2139,,Lomza,Ostrolenka
Kadzidlo-Koloniia,5406Kd1,Lomza,54,6,Pale,Poland,1,67,815,53.2333,21.4667,1,Kadzidlo-Koloniia,selo,at_most,Calculated by subtraction from Total value any other groups mentioned in census for this place;,815,,Lomza,Ostrolenka
Myshinets,5406My1,Lomza,54,6,Pale,Poland,0,1802,2992,53.3833,21.35,1,Myshinets,posad,,,2992,,Lomza,Ostrolenka
Ostrolenka,5406Os1,Lomza,54,6,Pale,Poland,0,4823,12949,53.0833,21.5667,1,Ostrolenka,Uezdnyi gorod,,,12949,,Lomza,Ostrolenka
