name,type,prov,dist,pale,region,jews,total,no_jews,full_name,lat,lon,census,jewish_flag,pop_flag,comments,index_sht
Skernevka Novaia i Novaia ulit,derevnia,Warsaw,Skernevitsy,Pale,Poland,140,1375,0,Skernevka Novaia i Novaia ulitsa,51.9667,20.15,1,"","","Now, probably, part of Skernevitsy",5113Sk2
Ilov,posad,Warsaw,Sokhachev,Pale,Poland,320,588,0,Ilov,52.33333,20.03333,1,"","","",5114Il1
Sokhachev,Uezdnyi gorod,Warsaw,Sokhachev,Pale,Poland,3800,6038,0,Sokhachev,52.2333,20.25,1,"","","",5114Sk1
Blashki,Bezuezdnyi gorod,Kalisz,Kalish,Pale,Poland,2320,3995,0,Blashki,51.6667,18.45,1,"","","",5201Bl1
Ivanovitse,posad,Kalisz,Kalish,Pale,Poland,68,665,0,Ivanovitse,51.65,18.33333,1,"","","",5201Iv1
Kalish,Gubernskii gorod,Kalisz,Kalish,Pale,Poland,7597,24418,0,Kalish,51.75,18.0833,1,"","","",5201Kl1
Koz'minsk,posad,Kalisz,Kalish,Pale,Poland,473,1720,0,Koz'minsk,51.8,18.33333,1,"","","",5201Kz1
Stavishin,poselok,Kalisz,Kalish,Pale,Poland,462,2206,0,Stavishin,51.9167,18.1167,1,"","","",5201St1
Boleslavets,posad,Kalisz,Veliun',Pale,Poland,407,1348,0,Boleslavets,51.2,18.2,1,"","","",5202Bl1
Dzialoshin,posad,Kalisz,Veliun',Pale,Poland,2263,4082,0,Dzialoshin,51.1167,18.8667,1,"","","",5202Dz1
Liututov,posad,Kalisz,Veliun',Pale,Poland,829,1445,0,Liututov,51.3667,18.4333,1,"","","",5202Lt1
Osiakov,posad,Kalisz,Veliun',Pale,Poland,552,1233,0,Osiakov,51.2833,18.8,1,"","","",5202Os1
Prashka,posad,Kalisz,Veliun',Pale,Poland,1878,3131,0,Prashka,51.05,18.4667,1,"","","",5202Pr1
Veliun',Uezdnyi gorod,Kalisz,Veliun',Pale,Poland,2733,7850,0,Veliun',51.2167,18.55,1,"","","",5202Vl1
Verushov,posad,Kalisz,Veliun',Pale,Poland,1587,4374,0,Verushov,51.2833,18.1667,1,"","","",5202Vr1
Babiak,posad,Kalisz,Kolo,Pale,Poland,221,610,0,Babiak,52.35,18.6667,1,"","","",5203Bb1
Brudzev,posad,Kalisz,Kolo,Pale,Poland,105,889,0,Brudzev,52.1,18.6,1,"","","",5203Br1
Dombe,Bezuezdnyi gorod,Kalisz,Kolo,Pale,Poland,977,3149,0,Dombe,52.0833,18.8333,1,"","","",5203Dm1
Izbitsa,posad,Kalisz,Kolo,Pale,Poland,1250,2188,0,Izbitsa,52.4167,18.7833,1,"","","",5203Iz1
Klodava,posad,Kalisz,Kolo,Pale,Poland,874,2945,0,Klodava,52.25,18.9167,1,"","","",5203Kl1
Kolo,Uezdnyi gorod,Kalisz,Kolo,Pale,Poland,4013,9359,0,Kolo,52.1833,18.6167,1,"","","",5203Kl2
Sompol'no,posad,Kalisz,Kolo,Pale,Poland,908,2848,0,Sompol'no,52.3833,18.5167,1,"","","",5203Sm1
Golina,posad,Kalisz,Konin,Pale,Poland,679,1784,0,Golina,52.25,18.1,1,"","","",5204Gl1
Konin,Uezdnyi gorod,Kalisz,Konin,Pale,Poland,2502,8522,0,Konin,52.2167,18.2667,1,"","","",5204Kn1
Rykhval,posad,Kalisz,Konin,Pale,Poland,151,920,0,Rykhval,52.0667,18.1667,1,"","","",5204Ry1
Slesin,posad,Kalisz,Konin,Pale,Poland,223,1299,0,Slesin,52.3667,18.3167,1,"","","",5204Sl1
Tulishkov,posad,Kalisz,Konin,Pale,Poland,200,1794,0,Tulishkov,52.0833,18.3,1,"","","",5204Tl1
Veliolenka,koloniia,Kalisz,Konin,Pale,Poland,352,708,0,Veliolenka,52.06667,18.06667,1,"","",http://pl.wikipedia.org/wiki/Wielo%C5%82%C4%99ka_(wojew%C3%B3dztwo_wielkopolskie),5204Vl1
Vladislavov,posad,Kalisz,Konin,Pale,Poland,217,885,0,Vladislavov,52.1,18.4833,1,"","","",5204Vl2
Grabov,posad,Kalisz,Lenchitsa,Pale,Poland,640,1054,0,Grabov,52.1333,19.0167,1,"","","",5205Gr1
Lenchitsa,Uezdnyi gorod,Kalisz,Lenchitsa,Pale,Poland,3471,8863,0,Lenchitsa,52.0667,19.2167,1,"","","",5205Ln1
Oziurkov,Bezuezdnyi gorod,Kalisz,Lenchitsa,Pale,Poland,5838,11533,0,Oziurkov,51.9667,19.2833,1,"","","",5205Oz1
Podembitse,posad,Kalisz,Lenchitsa,Pale,Poland,1266,2724,0,Podembitse,51.8833,18.95,1,"","","",5205Pd1
Piontek,mestechko,Kalisz,Lenchitsa,Pale,Poland,1090,2325,0,Piontek,52.0667,19.4833,1,"","","",5205Pn1
Parzhanchev,posad,Kalisz,Lenchitsa,Pale,Poland,254,984,0,Parzhanchev,51.95,19.2167,1,"","","",5205Pr1
Klechev,posad,Kalisz,Sluptsy,Pale,Poland,784,2371,0,Klechev,52.3667,18.1667,1,"","","",5206Kl1
Lendek,posad,Kalisz,Sluptsy,Pale,Poland,27,864,1,Lendek (in census there is similar place unclear with its last letter),52.2167,17.9333,1,at_most,"",Details were taken from census with link exception; Calculated by subtraction from Total value any other groups mentioned in census for this place,5206Ln1
Pyzdry,posad,Kalisz,Sluptsy,Pale,Poland,424,3564,0,Pyzdry,52.1667,17.7,1,"","","",5206Py1
Skul'sk,posad,Kalisz,Sluptsy,Pale,Poland,185,738,0,Skul'sk,52.4833,18.3333,1,"","","",5206Sk1
Sluptsy,Uezdnyi gorod,Kalisz,Sluptsy,Pale,Poland,751,3852,0,Sluptsy,52.2833,17.8833,1,"","","",5206Sl1
Vil'chin,posad,Kalisz,Sluptsy,Pale,Poland,236,609,0,Vil'chin,52.4833,18.1667,1,"","","",5206Vl1
Zagurov,posad,Kalisz,Sluptsy,Pale,Poland,658,2980,0,Zagurov,52.1667,17.9,1,"","","",5206Zg1
Burzhenin,posad,Kalisz,Sieradz',Pale,Poland,229,929,0,Burzhenin,51.4667,18.8333,1,"","","",5207Br1
Shadek,posad,Kalisz,Sieradz',Pale,Poland,495,2502,0,Shadek,51.6833,18.9833,1,"","","",5207Sd1
Sieradz',Uezdnyi gorod,Kalisz,Sieradz',Pale,Poland,2357,7005,0,Sieradz',51.6,18.75,1,"","","",5207Sr1
Varta,Bezuezdnyi gorod,Kalisz,Sieradz',Pale,Poland,1772,3418,0,Varta,51.7,18.6333,1,"","","",5207Vr1
Zdunskaia Volia,Bezuezdnyi gorod,Kalisz,Sieradz',Pale,Poland,7259,15910,0,Zdunskaia Volia,51.6,18.9333,1,"","","",5207Zd1
Zlochev,posad,Kalisz,Sieradz',Pale,Poland,1501,2301,0,Zlochev,51.4167,18.6167,1,"","","",5207Zl1
Dobra,posad,Kalisz,Turek,Pale,Poland,1185,2719,0,Dobra,51.9167,18.6167,1,"","","",5208Db1
Kowale Panskie,"",Kalisz,Turek,Pale,Poland,,,1,Kowale Panskie,51.9333,18.55,0,"","",Not mentioned in census; May be no Jews or less than 500 people,5208Kw1
Penchnev,koloniia,Kalisz,Turek,Pale,Poland,104,638,0,Penchnev,51.8,18.73333,1,"","","",5208Pn1
Turek,Uezdnyi gorod,Kalisz,Turek,Pale,Poland,2074,8118,0,Turek,52.0333,18.5,1,"","","",5208Tr1
Unieev,posad,Kalisz,Turek,Pale,Poland,960,2681,0,Unieev,51.9667,18.8,1,"","","",5208Un1
Bodzentin,posad,Kielce,Kiel'tsy,Pale,Poland,1472,3350,0,Bodzentin,50.95,20.9667,1,"","","",5301Bd1
Bialogon,derevnia,Kielce,Kiel'tsy,Pale,Poland,348,970,0,Bialogon,50.85,20.55,1,"","",Now part of Kieltsy,5301Bl1
Daleshitse,posad,Kielce,Kiel'tsy,Pale,Poland,270,1987,0,Daleshitse,50.8167,20.8,1,"","","",5301Dl1
Dombrova,derevnia,Kielce,Kiel'tsy,Pale,Poland,104,946,0,Dombrova,50.91667,20.68333,1,"","","",5301Dm1
Kieltsy,Gubernskii gorod,Kielce,Kiel'tsy,Pale,Poland,6399,23178,0,Kieltsy,50.8333,20.6667,1,"","","",5301Kl1
Khentsiny,Bezuezdnyi gorod,Kielce,Kiel'tsy,Pale,Poland,4361,6178,0,Khentsiny,50.7333,20.45,1,"","","",5301Kn1
Lopushno,selo,Kielce,Kiel'tsy,Pale,Poland,462,854,0,Lopushno,50.95,20.25,1,"","","",5301Lp1
Promnik,derevnia,Kielce,Kiel'tsy,Pale,Poland,49,491,0,Promnik,50.91667,20.43333,1,"","","",5301Pr1
Sukhednev Zapadnyi,poselok,Kielce,Kiel'tsy,Pale,Poland,418,559,0,Sukhednev Zapadnyi (byvshii torogovyi posad),51.0667,20.8333,1,"","","",5301Sk1
Slupia Novaia,posad,Kielce,Kiel'tsy,Pale,Poland,1038,1674,0,Slupia Novaia,50.8667,21.1,1,"","","",5301Sl1
Andreev,posad,Kielce,"",Pale,Poland,2050,4717,0,Andreev,50.6333,20.3,1,"","",Entered as it mentioned in the census,5302An1
Malogoshch,posad,Kielce,"",Pale,Poland,465,1883,0,Malogoshch,50.8167,20.2833,1,"","","",5302Ml1
Oksa,selo,Kielce,"",Pale,Poland,67,512,0,Oksa,50.73333,20.1,1,"","","",5302Ok1
Sobkov,posad,Kielce,"",Pale,Poland,646,1117,0,Sobkov,50.7,20.4667,1,"","","",5302Sb1
Sendzishev,selo,Kielce,"",Pale,Poland,54,789,1,Sendzishev,50.5833,20.0667,1,at_most,"",Calculated by subtraction from Total value any other groups mentioned in census for this place;,5302Sn1
Vodzislav,posad,Kielce,"",Pale,Poland,2667,3622,0,Vodzislav,50.5333,20.2,1,"","","",5302Vd1
Kurzhelev,posad,Kielce,"",Pale,Poland,179,1194,0,Kurzhelev,50.8833,19.8833,1,"","","",5303Kr1
Lelev,posad,Kielce,"",Pale,Poland,720,1236,0,Lelev,50.6833,19.6167,1,"","","",5303Ll1
Shchekotsiny,posad,Kielce,"",Pale,Poland,2305,3393,0,Shchekotsiny,50.6333,19.8333,1,"","","",5303Sc1
Setsemin,posad,Kielce,"",Pale,Poland,171,1203,0,Setsemin,50.7667,19.8333,1,"","","",5303St1
Vloshchov,posad,Kielce,"",Pale,Poland,2530,3724,0,Vloshchov,50.8667,19.9667,1,"","",Type is entered as it mentioned in the census,5303Vl1
Brzhesko,posad,Kielce,Miekhov,Pale,Poland,213,1287,0,Brzhesko,50.1333,20.3833,1,"","","",5304Br1
Kharshnitsa,"",Kielce,Miekhov,Pale,Poland,,,1,Kharshnitsa,50.4167,19.9333,0,"","",Not mentioned in census; May be no Jews or less than 500 people,5304Kr1
Ksenzh Velikii,posad,Kielce,Miekhov,Pale,Poland,729,1412,0,Ksenzh Velikii,50.4333,20.1333,1,"","","",5304Ks1
Miekhov,Uezdnyi gorod,Kielce,Miekhov,Pale,Poland,1436,4175,0,Miekhov,50.3667,20.0333,1,"","","",5304Mk1
Proshovitse,posad,Kielce,Miekhov,Pale,Poland,639,2627,0,Proshovitse,50.2,20.3,1,"","","",5304Pr1
Slomniki,posad,Kielce,Miekhov,Pale,Poland,904,3690,0,Slomniki,50.25,20.1,1,"","","",5304Sl1
Kromolow,"",Kielce,Ol'kush,Pale,Poland,,,1,Kromolow,50.4833,19.5167,0,"","",Not mentioned in census; May be no Jews or less than 500 people,5305Kr1
Ol'kush,Uezdnyi gorod,Kielce,Ol'kush,Pale,Poland,1840,3441,0,Ol'kush,50.2833,19.5667,1,"","","",5305Ol1
Pilitsa,posad,Kielce,Ol'kush,Pale,Poland,2688,3975,0,Pilitsa,50.4667,19.65,1,"","","",5305Pl1
Skala,posad,Kielce,Ol'kush,Pale,Poland,417,2460,0,Skala,50.2333,19.8667,1,"","","",5305Sk1
Slavkov,posad,Kielce,Ol'kush,Pale,Poland,714,4243,0,Slavkov,50.3,19.4,1,"","","",5305Sl1
Vol'brom,posad,Kielce,Ol'kush,Pale,Poland,2901,4815,0,Vol'brom,50.3667,19.7667,1,"","","",5305Vl1
Zharnovets,posad,Kielce,Ol'kush,Pale,Poland,1412,2472,0,Zharnovets,50.4833,19.8667,1,"","","",5305Zr1
Dzialoshitse,Bezuezdnyi gorod,Kielce,Pinchov,Pale,Poland,3526,4606,0,Dzialoshitse,50.3667,20.35,1,"","","",5306Dz1
Koshitse,posad,Kielce,Pinchov,Pale,Poland,366,1049,0,Koshitse,50.1667,20.5667,1,"","","",5306Ks1
Kazimerzha Vel'ka,selo,Kielce,Pinchov,Pale,Poland,152,1625,1,Kazimerzha Vel'ka,50.2667,20.4833,1,at_most,"",Calculated by subtraction from Total value any other groups mentioned in census for this place;,5306Kz1
Opatovets,posad,Kielce,Pinchov,Pale,Poland,102,650,0,Opatovets,50.25,20.7333,1,"","","",5306Op1
Pinchov,Uezdnyi gorod,Kielce,Pinchov,Pale,Poland,5194,9075,0,Pinchov,50.5333,20.5333,1,"","","",5306Pn1
Skal'bmerzh,posad,Kielce,Pinchov,Pale,Poland,359,1258,0,Skal'bmerzh,50.3333,20.4167,1,"","","",5306Sk1
Vislitsa,posad,Kielce,Pinchov,Pale,Poland,1755,2508,0,Vislitsa,50.35,20.6833,1,"","","",5306Vs1
Busk,posad,Kielce,"",Pale,Poland,895,2169,0,Busk,50.4667,20.7167,1,"","","",5307Bs1
Khmiel'nik,Bezuezdnyi gorod,Kielce,"",Pale,Poland,5671,6888,0,Khmiel'nik,50.6333,20.75,1,"","","",5307Km1
Korchin Novyi,posad,Kielce,"",Pale,Poland,2781,3787,0,Korchin Novyi,50.3,20.8167,1,"","","",5307Kr1
Kurozvenki,posad,Kielce,"",Pale,Poland,265,1031,0,Kurozvenki,50.5833,21.1,1,"","","",5307Kr2
Olesnitsa,posad,Kielce,"",Pale,Poland,199,1164,0,Olesnitsa,50.45,21.0667,1,"","","",5307Ol1
Perzhkhnitsa,posad,Kielce,"",Pale,Poland,367,1113,0,Perzhkhnitsa,50.7,20.75,1,"","","",5307Pr1
Patsanov,posad,Kielce,"",Pale,Poland,1520,2451,0,Patsanov,50.4,21.05,1,"","","",5307Pt1
Petrkovitse,selo,Kielce,"",Pale,Poland,192,512,0,Petrkovitse,50.6667,20.6833,1,"","","",5307Pt2
Shidlov,posad,Kielce,"",Pale,Poland,867,2368,0,Shidlov,50.6,21,1,"","","",5307Sd1
Stopnitsa,posad,Kielce,"",Pale,Poland,3134,4420,0,Stopnitsa,50.4333,20.95,1,"","",Type is entered as it mentioned in the census,5307St1
Gelchin,derevnia,Lomza,Lomzha,Pale,Poland,75,623,0,Gelchin,53.11666,22.06667,1,"","","",5401Gl1
Gats'-Sokolia צ Lonka,derevnia,Lomza,Lomzha,Pale,Poland,377,780,0,Gats'-Sokolia צ Lonka,53.0833,22.25,1,"","","",5401Gt1
Konarzhitse,derevnia,Lomza,Lomzha,Pale,Poland,58,487,0,Konarzhitse,53.13334,22.03333,1,"","","",5401Kn1
Kossevo,derevnia,Lomza,Lomzha,Pale,Poland,149,528,0,Kossevo,52.91667,21.9,1,"","","",5401Ks1
Kostel'ne,selo,Lomza,Lomzha,Pale,Poland,136,491,0,Kostel'ne (Kolaki צ Kostel'ne),53.01667,22.36667,1,"","","",5401Ks2
Lomzha,Gubernskii gorod,Lomza,Lomzha,Pale,Poland,9244,26093,0,Lomzha,53.1833,22.0833,1,"","","",5401Lm1
Lapy Barviki,derevnia,Lomza,Lomzha,Pale,Poland,469,1496,0,Lapy Barviki,52.9833,22.8667,1,"","",May be the same place,5401Lp1
Novogrod,posad,Lomza,Lomzha,Pale,Poland,1177,3029,0,Novogrod,53.2333,21.8667,1,"","","",5401Nv1
Piontnitsa,selo,Lomza,Lomzha,Pale,Poland,1239,2372,0,Piontnitsa,53.1833,22.1,1,"","","",5401Pn1
Rutki,selo,Lomza,Lomzha,Pale,Poland,545,1005,0,Rutki,53.1,22.4333,1,"","","",5401Rt1
Shumovo Gura,selo,Lomza,Lomzha,Pale,Poland,198,774,0,Shumovo Gura,52.9333,22.0833,1,"","","",5401Sm1
Sniadovo,posad,Lomza,Lomzha,Pale,Poland,624,1421,0,Sniadovo,53.0333,22,1,"","","",5401Sn1
Vizna,posad,Lomza,Lomzha,Pale,Poland,876,2877,0,Vizna,53.2,22.3833,1,"","","",5401Vz1
Zambrov,posad,Lomza,Lomzha,Pale,Poland,3463,10902,0,Zambrov,52.9833,22.25,1,"","","",5401Zm1
Charnia,derevnia,Lomza,Kol'no,Pale,Poland,120,551,0,Charnia,53.35,21.2,1,"","","",5402Cr1
Edvbno,posad,Lomza,Kol'no,Pale,Poland,1941,2505,0,Edvbno,53.2833,22.3,1,"","","",5402Ed1
Kol'no,Uezdnyi gorod,Lomza,Kol'no,Pale,Poland,2863,4891,0,Kol'no,53.4167,21.9333,1,"","","",5402Kl1
Staviski,posad,Lomza,Kol'no,Pale,Poland,2554,3339,0,Staviski,53.3667,22.15,1,"","","",5402St1
Zboina,selo,Lomza,Kol'no,Pale,Poland,80,849,1,Zboina,53.25,21.8,1,at_most,"",Calculated by subtraction from Total value any other groups mentioned in census for this place;,5402Zb1
Iablonka,posad,Lomza,"",Pale,Poland,638,719,0,Iablonka,52.95,22.3667,1,"","","",5403Ib1
Mazovetsk,posad,Lomza,"",Pale,Poland,1927,3246,0,Mazovetsk,52.9167,22.5167,1,"","",Type is entered as it mentioned in the census,5403Mz1
Sokoly,posad,Lomza,"",Pale,Poland,1723,2056,0,Sokoly,52.9833,22.7,1,"","","",5403Sk1
Tsiekhanovets,posad,Lomza,"",Pale,Poland,1498,2320,0,Tsiekhanovets,52.68333,22.5,1,"","","",5403Ts1
Tykotsin,Bezuezdnyi gorod,Lomza,"",Pale,Poland,2485,4212,0,Tykotsin,53.2,22.7833,1,"","","",5403Ty1
Krasnosel'ts,posad,Lomza,Makov,Pale,Poland,1331,2110,0,Krasnosel'ts,53.0333,21.1667,1,"","","",5404Kr1
Makov,Uezdnyi gorod,Lomza,Makov,Pale,Poland,4448,7206,0,Makov,52.8667,21.1,1,"","","",5404Mk1
Rozhan,posad,Lomza,Makov,Pale,Poland,1698,3721,0,Rozhan,52.8833,21.4167,1,"","","",5404Rz1
Andruseevo,posad,Lomza,Ostrov,Pale,Poland,586,1448,0,Andruseevo,52.85,22.1667,1,"","","",5405An1
Branshchik,"",Lomza,Ostrov,Pale,Poland,,,1,Branshchik,52.6333,21.6,0,"","",Not mentioned in census; May be no Jews or less than 500 people,5405Br1
Brok,posad,Lomza,Ostrov,Pale,Poland,1296,2657,0,Brok,52.7,21.85,1,"","","",5405Br2
Chizhev,posad,Lomza,Ostrov,Pale,Poland,1596,1785,0,Chizhev,52.8,22.3167,1,"","","",5405Cz1
Dlugosedlo,selo,Lomza,Ostrov,Pale,Poland,800,1249,0,Dlugosedlo,52.7667,21.6,1,"","","",5405Dl1
Malkin' Gurna,derevnia,Lomza,Ostrov,Pale,Poland,348,1091,0,Malkin' Gurna,52.6833,22.0167,1,"","","",5405Ml1
Nur,posad,Lomza,Ostrov,Pale,Poland,1212,2133,0,Nur,52.6667,22.3167,1,"","","",5405Nr1
Ostrov,Uezdnyi gorod,Lomza,Ostrov,Pale,Poland,5960,10471,0,Ostrov,52.8,21.9,1,"","","",5405Os1
Poremba Kotsemby,"",Lomza,Ostrov,Pale,Poland,,,1,Poremba Kotsemby,52.7,21.6833,0,"","",Not mentioned in census; May be no Jews or less than 500 people,5405Pr1
Poremba Sredniaia,selo,Lomza,Ostrov,Pale,Poland,74,541,0,Poremba Sredniaia,52.6833,21.7,1,"","","",5405Pr2
Siechikhi,derevnia,Lomza,Ostrov,Pale,Poland,88,552,0,Siechikhi,,,1,"","",Sia?ychi ?,5405Sc1
Vonsevo,selo,Lomza,Ostrov,Pale,Poland,196,676,0,Vonsevo,52.8833,21.6667,1,"","","",5405Vn1
Zaremby Kostel'ne,posad,Lomza,Ostrov,Pale,Poland,1063,1241,0,Zaremby Kostel'ne,52.75,22.1333,1,"","","",5405Zr1
Chervin,"",Lomza,Ostrolenka,Pale,Poland,,,1,Chervin,52.95,21.75,0,"","",Not mentioned in census; May be no Jews or less than 500 people,5406Cr1
Govorovo,posad,Lomza,Ostrolenka,Pale,Poland,1844,2139,0,Govorovo,52.9,21.5667,1,"","","",5406Gv1
Kadzidlo-Koloniia,selo,Lomza,Ostrolenka,Pale,Poland,67,815,1,Kadzidlo-Koloniia,53.2333,21.4667,1,at_most,"",Calculated by subtraction from Total value any other groups mentioned in census for this place;,5406Kd1
Myshinets,posad,Lomza,Ostrolenka,Pale,Poland,1802,2992,0,Myshinets,53.3833,21.35,1,"","","",5406My1
Ostrolenka,Uezdnyi gorod,Lomza,Ostrolenka,Pale,Poland,4823,12949,0,Ostrolenka,53.0833,21.5667,1,"","","",5406Os1
Sukhtsitse,derevnia,Lomza,Ostrolenka,Pale,Poland,59,568,0,Sukhtsitse,52.93333,21.65,1,"","","",5406Sk1
Zavady,derevnia,Lomza,Ostrolenka,Pale,Poland,0,537,0,Zavady,53.15,22.65,1,"","",Calculated by subtraction from Total value any other groups mentioned in census for this place;,5406Zv1
Graevo,posad,Lomza,Shchuchin,Pale,Poland,4336,7651,0,Graevo,53.65,22.45,1,"","","",5407Gr1
Radzilovo,posad,Lomza,Shchuchin,Pale,Poland,891,2019,0,Radzilovo,53.4,22.4,1,"","","",5407Rd1
Raigrod,posad,Lomza,Shchuchin,Pale,Poland,1625,3005,0,Raigrod,53.7333,22.7,1,"","","",5407Rg1
Shchuchin,Uezdnyi gorod,Lomza,Shchuchin,Pale,Poland,3336,5756,0,Shchuchin,53.5667,22.3,1,"","","",5407Sc1
Vonsosh,posad,Lomza,Shchuchin,Pale,Poland,499,1941,0,Vonsosh,53.5167,22.3167,1,"","","",5407Vn1
Belzhitse,posad,Lublin,Liublin,Pale,Poland,1705,3182,0,Belzhitse,51.1833,22.2833,1,"","","",5501Bl1
Biskupitse,posad,Lublin,Liublin,Pale,Poland,543,1476,0,Biskupitse,51.1333,22.95,1,"","","",5501Bs1
Bykhova,posad,Lublin,Liublin,Pale,Poland,1507,2034,0,Bykhova,51.0167,22.5333,1,"","","",5501By1
Khodel',posad,Lublin,Liublin,Pale,Poland,699,1439,0,Khodel',51.1167,22.1333,1,"","","",5501Kd1
Liublin,Gubernskii gorod,Lublin,Liublin,Pale,Poland,24280,50385,0,Liublin,51.25,22.5667,1,"","","",5501Lb1
Piaski Luterski,mestechko,Lublin,Liublin,Pale,Poland,2049,,0,Piaski Luterski,51.1333,22.8667,0,at_least,"",Not mentioned in the census: http://ru.wikisource.org/wiki/%D0%95%D0%AD%D0%91%D0%95/%D0%9F%D1%8F%D1%81%D0%BA%D0%B8  Calculated according to the 1881 population on JG,5501Ps1
Travniki,"",Lublin,Liublin,Pale,Poland,,,1,Travniki,51.1333,23,,"","",Not mentioned in census; May be no Jews or less than 500 people,5501Tr1
Tatary,derevnia,Lublin,Liublin,Pale,Poland,31,743,1,Tatary,51.2333,22.6,1,at_most,"",Calculated by subtraction from Total value any other groups mentioned in census for this place;,5501Tt1
Bielgorai,Uezdnyi gorod,Lublin,Bielgorai,Pale,Poland,3486,5846,0,Bielgorai,50.55,22.7,1,"","","",5502Bl1
Iuzefov,posad,Lublin,Bielgorai,Pale,Poland,820,1115,0,Iuzefov,50.4667,23.0333,1,"","","",5502Iz1
Kretov,posad,Lublin,Bielgorai,Pale,Poland,736,1375,0,Kretov,50.4,22.35,1,"","","",5502Kr1
Lukova Plebanskaia,selo,Lublin,Bielgorai,Pale,Poland,161,3285,1,Lukova Plebanskaia,50.3667,22.95,1,at_most,"",Calculated by subtraction from Total value any other groups mentioned in census for this place;,5502Lk1
Tarnograd,posad,Lublin,Bielgorai,Pale,Poland,1635,5139,0,Tarnograd,50.3667,22.75,1,"","","",5502Tr1
Dubenka,Bezuezdnyi gorod,Lublin,Grubeshov,Pale,Poland,2343,4799,0,Dubenka,51.05,23.8833,1,"","","",5503Db1
Gorodlo,posad,Lublin,Grubeshov,Pale,Poland,717,2112,0,Gorodlo,50.8833,24.0333,1,"","","",5503Gr1
Grabovets,posad,Lublin,Grubeshov,Pale,Poland,1717,3362,0,Grabovets,50.8333,23.5667,1,"","","",5503Gr2
Grubeshov,Uezdnyi gorod,Lublin,Grubeshov,Pale,Poland,5352,10639,0,Grubeshov,50.8,23.9167,1,"","","",5503Gr3
Krylov,posad,Lublin,Grubeshov,Pale,Poland,1512,2314,0,Krylov,50.6833,24.0667,1,"","","",5503Kr1
Lashchov,posad,Lublin,Grubeshov,Pale,Poland,1626,1806,0,Lashchov,50.5333,23.7333,1,"","","",5503Ls1
Luzhkov,selo,Lublin,Grubeshov,Pale,Poland,110,737,0,Luzhkov,50.88334,24.1,1,"","","",5503Lz1
Skrikhichin,derevnia,Lublin,Grubeshov,Pale,Poland,87,748,0,Skrikhichin,50.98333,23.93333,1,"","","",5503Sk1
Ukhane,posad,Lublin,Grubeshov,Pale,Poland,1386,1980,0,Ukhane,50.9,23.6333,1,"","","",5503Uk1
Frampol',posad,Lublin,Zamost'e,Pale,Poland,1251,2539,0,Frampol',50.6833,22.6667,1,"","","",5504Fr1
Gorai,posad,Lublin,Zamost'e,Pale,Poland,473,1738,0,Gorai,50.7167,22.6667,1,"","","",5504Gr1
Krasnobrod,posad,Lublin,Zamost'e,Pale,Poland,1378,1817,0,Krasnobrod,50.55,23.2,1,"","","",5504Kr1
Rudka,derevnia,Lublin,Zamost'e,Pale,Poland,236,876,0,Rudka,50.66667,23.6,1,"","","",5504Rd1
Shchebreshin,Bezuezdnyi gorod,Lublin,Zamost'e,Pale,Poland,2518,6122,0,Shchebreshin,50.7,22.9667,1,"","","",5504Sc1
Skerbeshov,selo,Lublin,Zamost'e,Pale,Poland,159,929,0,Skerbeshov,50.85,23.36667,1,"","","",5504Sk1
Zamost'e,Uezdnyi gorod,Lublin,Zamost'e,Pale,Poland,7234,14705,0,Zamost'e,50.7167,23.25,1,"","","",5504Zm1
Zvierinets,imenie grafa Zamoiskago,Lublin,Zamost'e,Pale,Poland,100,794,1,Zvierinets,50.6,22.9667,1,at_most,"",Calculated by subtraction from Total value any other groups mentioned in census for this place;,5504Zv1
Gorzhkov,posad,Lublin,Krasnostav,Pale,Poland,303,641,0,Gorzhkov,50.95,23.0167,1,"","","",5505Gr1
Gury,derevnia,Lublin,Krasnostav,Pale,Poland,188,1241,0,Gury,50.95,23.01667,1,"","","",5505Gr2
Izbitsa,posad,Lublin,Krasnostav,Pale,Poland,3019,3172,0,Izbitsa,50.8833,23.1667,1,"","","",5505Iz1
Khlaniuv,"",Lublin,Krasnostav,Pale,Poland,,,1,Khlaniuv,50.8333,22.8833,0,"","",Not mentioned in census; May be no Jews or less than 500 people,5505Kl1
Krasnichin,derevnia,Lublin,Krasnostav,Pale,Poland,323,594,0,Krasnichin (Arendnyi I Zastave),50.9333,23.3667,1,"","","",5505Kr1
Krasnostav,Uezdnyi gorod,Lublin,Krasnostav,Pale,Poland,1933,9846,0,Krasnostav,50.9833,23.1833,1,"","","",5505Kr2
Lopennik,selo,Lublin,Krasnostav,Pale,Poland,134,1933,1,Lopennik,51.05,23.0333,1,at_most,"",Calculated by subtraction from Total value any other groups mentioned in census for these places;,5505Lp1
Tarnogura,posad,Lublin,Krasnostav,Pale,Poland,93,1308,1,Tarnogura,50.8833,23.1333,1,at_most,"",Calculated by subtraction from Total value any other groups mentioned in census for this place;,5505Tr1
Turobin,posad,Lublin,Krasnostav,Pale,Poland,1509,2377,0,Turobin,50.8333,22.7333,1,"","","",5505Tr2
Vysoke,selo,Lublin,Krasnostav,Pale,Poland,280,786,0,Vysoke,50.9167,22.6667,1,"","","",5505Vy1
