name,type,prov,dist,pale,region,jews,total,no_jews,full_name,lat,lon,census,jewish_flag,pop_flag,comments,index_sht
Ignalino,"",Vilnius,Sventsiany,Pale,Lithuania,,,1,Ignalino,55.35,26.1667,0,"",unknown,Mentioned in Jewishgen but not in the census,0406Ig1
Kobyl'nik,mestechko,Vilnius,Sventsiany,Pale,Lithuania,591,1055,0,Kobyl'nik,54.9333,26.6833,1,"","","",0406Kb1
Koltyniany,"",Vilnius,Sventsiany,Pale,Lithuania,,,1,Koltyniany,55.2667,26,0,"",unknown,Mentioned in Jewishgen but not in the census,0406Kl1
Kemelishki,mestechko,Vilnius,Sventsiany,Pale,Lithuania,101,507,0,Kemelishki (mestechko Kemelishki),54.85,25.8833,1,"","","",0406Km1
Komai,mestechko,Vilnius,Sventsiany,Pale,Lithuania,155,622,0,Komai,,,1,"","","JG only has Komai in Kovno, not Vilna (Yannay)",0406Km2
Lyngmiany s derevnei Lyngmiany,mestechko,Vilnius,Sventsiany,Pale,Lithuania,297,847,0,Lyngmiany s derevnei Lyngmiany I Novosady,55.3,25.95,1,"","","",0406Ly1
Lyntupy,selo,Vilnius,Sventsiany,Pale,Lithuania,238,685,0,Lyntupy (mestechko Lyntupy),55.05,26.3167,1,"","","",0406Ly2
Melengiany,selo,Vilnius,Sventsiany,Pale,Lithuania,118,517,0,"Melengiany (Melegiany, Megeliany)",55.25,26.4333,1,"","","",0406Ml1
Novo-Sventsiany,posad,Vilnius,Sventsiany,Pale,Lithuania,540,1340,0,"Novo-Sventsiany (solianoi Novo-Sventsiany, selo Novye Sventsiany)",55.1667,26,1,"","","",0406Nv1
Podbrodze,"",Vilnius,Sventsiany,Pale,Lithuania,,,1,Podbrodze,55,25.7833,0,"",unknown,Mentioned in Jewishgen but not in the census,0406Pd1
Stoiatsishki,"",Vilnius,Sventsiany,Pale,Lithuania,,,1,Stoiatsishki,55.1833,26.5167,0,"",unknown,Mentioned in Jewishgen but not in the census,0406St1
Sventsiany,Uezdnyi gorod,Vilnius,Sventsiany,Pale,Lithuania,3172,6025,0,Sventsiany,55.15,26.1667,1,"","","",0406Sv1
"Svir' I, II, III",mestechko,Vilnius,Sventsiany,Pale,Lithuania,1114,1686,0,"Svir' I, II, III",54.85,26.4,1,"","","",0406Sv2
Tseikiny,"",Vilnius,Sventsiany,Pale,Lithuania,,,1,Tseikiny,55.2667,26.2667,0,"",unknown,Mentioned in Jewishgen but not in the census,0406Ts1
Birshtany,"",Vilnius,Troki,Pale,Lithuania,,,1,Birshtany,54.6167,24.0333,0,"",unknown,Mentioned in Jewishgen but not in the census,0407Br1
Butrimantsy,mestechko,Vilnius,Troki,Pale,Lithuania,1919,2394,0,Butrimantsy,54.5,24.25,1,"","","",0407Bt1
Daugi,mestechko,Vilnius,Troki,Pale,Lithuania,511,1288,0,Daugi,54.3667,24.3333,1,"","","",0407Dg1
Dekshnia,"",Vilnius,Troki,Pale,Lithuania,,,1,Dekshnia,54.3667,24.8,0,"",unknown,Mentioned in Jewishgen but not in the census,0407Dk1
Dorsunishki,"",Vilnius,Troki,Pale,Lithuania,,,1,Dorsunishki,54.7333,24.1167,0,"",unknown,Mentioned in Jewishgen but not in the census,0407Dr1
Ev'e,mestechko,Vilnius,Troki,Pale,Lithuania,647,725,0,Ev'e,54.7667,24.8,1,"","","",0407Ev1
Ezno,mestechko,Vilnius,Troki,Pale,Lithuania,303,1255,0,Ezno,54.6,24.1667,1,"","","",0407Ez1
Ganishushki,mestechko,Vilnius,Troki,Pale,Lithuania,217,577,0,Ganishushki (Ganushishki),54.4833,24.6,1,"","","",0407Gn1
Kriuni,mestechko,Vilnius,Troki,Pale,Lithuania,126,549,0,"Kriuni (Novye Kroni, Kroni)",54.75,24.23333,1,"","","",0407Kr1
Koshedary,posad,Vilnius,Troki,Pale,Lithuania,317,883,0,Koshedary,54.8667,24.45,1,"","","",0407Ks1
Liandvarovo,"",Vilnius,Troki,Pale,Lithuania,,,1,Liandvarovo,54.65,25.05,0,"",unknown,Mentioned in Jewishgen but not in the census,0407Ln1
Leipuny,"",Vilnius,Troki,Pale,Lithuania,,,1,Leipuny,54.45,24.75,0,"",unknown,Mentioned in Jewishgen but not in the census,0407Lp1
Merech',mestechko,Vilnius,Troki,Pale,Lithuania,1900,2580,0,Merech',54.1667,24.1667,1,"","","",0407Mr1
Niemaniuny,"",Vilnius,Troki,Pale,Lithuania,,,1,Niemaniuny,54.5667,24.0833,0,"",unknown,Mentioned in Jewishgen but not in the census,0407Nm1
Niemonoitse,mestechko,Vilnius,Troki,Pale,Lithuania,361,742,0,Niemonoitse (Niemonaitsy),54.3,24.0333,1,"","","",0407Nm2
Ol'keniki,mestechko,Vilnius,Troki,Pale,Lithuania,1126,2619,0,Ol'keniki,54.35,24.8333,1,"","","",0407Ol1
Olava,"",Vilnius,Troki,Pale,Lithuania,,,1,Olava,54.35,24.2,0,"",unknown,Mentioned in Jewishgen but not in the census,0407Ol2
Olita,mestechko,Vilnius,Troki,Pale,Lithuania,753,2010,0,Olita,54.4,24.05,1,"","","",0407Ol3
Orany,mestechko,Vilnius,Troki,Pale,Lithuania,1473,2624,0,Orany,54.2167,24.5667,1,"","","",0407Or1
Pananishki,"",Vilnius,Troki,Pale,Lithuania,,,1,Pananishki,54.5167,24.7333,0,"",unknown,Mentioned in Jewishgen but not in the census,0407Pn1
Puni,mestechko,Vilnius,Troki,Pale,Lithuania,1045,1133,0,Puni,54.5167,24.1,1,"","","",0407Pn2
Rotnitsa,mestechko,Vilnius,Troki,Pale,Lithuania,517,539,0,"Rotnitsa (Ratnitsa, Novoselki)",54,24.01667,1,"","","",0407Rt1
Sulemishki,selo,Vilnius,Troki,Pale,Lithuania,300,968,0,Sulemishki (Sumelishki),54.65,24.65,1,"","","",0407Sl1
Stoklishki,mestechko,Vilnius,Troki,Pale,Lithuania,808,2200,0,Stoklishki,54.6,24.3167,1,"","","",0407St1
Troki,Uezdnyi gorod,Vilnius,Troki,Pale,Lithuania,1112,3240,0,Troki,54.6333,24.9333,1,"","","",0407Tr1
Vysokii dvor,mestechko,Vilnius,Troki,Pale,Lithuania,309,711,0,Vysokii dvor,54.5833,24.5333,1,"","","",0407Vy1
Zhosli,mestechko,Vilnius,Troki,Pale,Lithuania,1325,1955,0,Zhosli,54.8667,24.6,1,"","","",0407Zs1
Zhizhmor'e,mestechko,Vilnius,Troki,Pale,Lithuania,1628,2795,0,Zhizhmor'e (Zhizhmory),54.8,24.45,1,"","","",0407Zz1
Ianovichi,mestechko,Vitebsk,Vitebsk,Pale,Lithuania,1702,2359,0,Ianovichi,55.3,30.7,1,"","","",0501In1
Kolyshki,mestechko,Vitebsk,Vitebsk,Pale,Lithuania,1127,1568,0,Kolyshki,55.1667,30.9667,1,"","","",0501Kl1
Surazh,Zashtatnyi gorod,Vitebsk,Vitebsk,Pale,Lithuania,1246,2731,0,Surazh,55.4167,30.7167,1,"","","",0501Sr1
Vitebsk,Gubernskii gorod,Vitebsk,Vitebsk,Pale,Lithuania,34440,65871,0,Vitebsk,55.2,30.2,1,"","","",0501Vt1
Il'ino,mestechko,Vitebsk,Velizh,Pale,Lithuania,1105,1415,0,Il'ino,55.95,31.6667,1,"","","",0502Il1
Usviat,mestechko,Vitebsk,Velizh,Pale,Lithuania,956,2679,0,Usviat,55.75,30.75,1,"","","",0502Us1
Velizh,Uezdnyi gorod,Vitebsk,Velizh,Pale,Lithuania,5989,12193,0,Velizh,55.6,31.2,1,"","","",0502Vl1
Gorodok,Uezdnyi gorod,Vitebsk,Gorodok,Pale,Lithuania,3413,5023,0,Gorodok,55.4667,30,1,"","","",0503Gr1
Dagda,mestechko,Vitebsk,Dvinsk,Pale,Lithuania,1026,1516,0,Dagda,56.1,27.5333,1,"","","",0504Dg1
Dvinsk,Uezdnyi gorod,Vitebsk,Dvinsk,Pale,Lithuania,32400,69675,0,Dvinsk,55.8833,26.5333,1,"","","",0504Dv1
Glazmanka,mestechko,Vitebsk,Dvinsk,Pale,Lithuania,1976,2328,0,Glazmanka,56.6167,25.7833,1,"","","",0504Gl1
Kreitsburg,mestechko,Vitebsk,Dvinsk,Pale,Lithuania,3164,4150,0,Kreitsburg (s Novoi slobodoi),56.5333,25.8833,1,"","","",0504Kr1
Kreslavka,mestechko,Vitebsk,Dvinsk,Pale,Lithuania,4051,7834,0,Kreslavka (Kreslav),55.9,27.1667,1,"","","",0504Kr2
Livengof,mestechko,Vitebsk,Dvinsk,Pale,Lithuania,1406,2658,0,Livengof,56.3667,26.1833,1,"","","",0504Lv1
Preli,mestechko,Vitebsk,Dvinsk,Pale,Lithuania,1375,2104,0,Preli,56.3,26.7167,1,"","","",0504Pr1
Raipol',poselok,Vitebsk,Dvinsk,Pale,Lithuania,220,1528,0,Raipol',55.9,26.5,1,"","",Now Staryi Forshtadt,0504Rp1
Vyshki,mestechko,Vitebsk,Dvinsk,Pale,Lithuania,668,959,0,Vyshki,56.05,26.7833,1,"","",Name of district as it mentioned in census,0504Vy1
Drissa,Uezdnyi gorod,Vitebsk,Drissa,Pale,Lithuania,2856,4238,0,Drissa,55.7833,27.95,1,"","","",0505Dr1
Iukhovichi,mestechko,Vitebsk,Drissa,Pale,Lithuania,336,618,0,Iukhovichi,56.0333,28.65,1,"","","",0505Ik1
Nikolaevo,mestechko,Vitebsk,Drissa,Pale,Lithuania,551,749,0,Nikolaevo (Disno-Nikolaevskaia sloboda),55.78333,27.91667,1,"","","",0505Nk1
Osveia,mestechko,Vitebsk,Drissa,Pale,Lithuania,1660,2830,0,Osveia (Osvei),56.0167,28.1,1,"","","",0505Os1
Pridruisk,mestechko,Vitebsk,Drissa,Pale,Lithuania,561,854,0,Pridruisk,55.8,27.45,1,"","","",0505Pr1
Rositsa,mestechko,Vitebsk,Drissa,Pale,Lithuania,524,755,0,Rositsa,55.9167,27.75,1,"","","",0505Rs1
Volynets,mestechko,Vitebsk,Drissa,Pale,Lithuania,602,985,0,Volynets (Volyntsy),55.7,28.1833,1,"","","",0505Vl1
Bocheikovo,mestechko,Vitebsk,Lepel',Pale,Lithuania,323,722,0,Bocheikovo,55.0167,29.15,1,"","","",0506Bc1
Beshenkovichi,mestechko,Vitebsk,Lepel',Pale,Lithuania,3182,4423,0,Beshenkovichi (Bieshenkovichi),55.0333,29.4667,1,"","","",0506Bs1
Chashniki,mestechko,Vitebsk,Lepel',Pale,Lithuania,3480,4590,0,Chashniki,54.8667,29.15,1,"","","",0506Cs1
Kublichi,mestechko,Vitebsk,Lepel',Pale,Lithuania,935,1291,0,Kublichi,55.1667,28.3333,1,"","","",0506Kb1
Kamen',mestechko,Vitebsk,Lepel',Pale,Lithuania,826,1056,0,Kamen',55.0167,28.8833,1,"","","",0506Km1
Lepel',Uezdnyi gorod,Vitebsk,Lepel',Pale,Lithuania,3379,6284,0,Lepel',54.8833,28.7,1,"","","",0506Lp1
Ulla,mestechko,Vitebsk,Lepel',Pale,Lithuania,1539,2485,0,Ulla,55.2333,29.25,1,"","","",0506Ul1
Ushach,mestechko,Vitebsk,Lepel',Pale,Lithuania,1129,1460,0,Ushach,55.1833,28.6,1,"","","",0506Us1
Korsovka,mestechko,Vitebsk,Liutsin,Pale,Lithuania,609,1313,0,Korsovka,56.7833,27.6667,1,"","",Name of district as it mentioned in census,0507Kr1
Liutsin,Uezdnyi gorod,Vitebsk,Liutsin,Pale,Lithuania,2803,5140,0,Liutsin,56.55,27.7167,1,"","","",0507Lt1
Polishcheno,selo,Vitebsk,Liutsin,Pale,Lithuania,144,599,0,Polishcheno,56.1333,28,1,"","","",0507Pl1
Nevel',Uezdnyi gorod,Vitebsk,Nevel',Pale,Lithuania,5836,9349,0,Nevel',56.0333,29.9167,1,"","","",0508Nv1
Polotsk,Uezdnyi gorod,Vitebsk,Polotsk,Pale,Lithuania,12481,20294,0,Polotsk,55.4833,28.8,1,"","","",0509Pl1
Sirotino,mestechko,Vitebsk,Polotsk,Pale,Lithuania,1766,1998,0,Sirotino,55.3833,29.6167,1,"","","",0509Sr1
Rybinishki,mestechko,Vitebsk,Riezhitsa,Pale,Lithuania,533,584,0,Rybinishki,56.3333,26.8,1,"","","",0510Ry1
Riezhitsa,Uezdnyi gorod,Vitebsk,Riezhitsa,Pale,Lithuania,6478,10795,0,Riezhitsa,56.5,27.3167,1,"","","",0510Rz1
Veleny,mestechko,Vitebsk,Riezhitsa,Pale,Lithuania,321,774,0,Veleny (Veliony),56.55,26.95,1,"","","",0510Vl1
Varkliany,mestechko,Vitebsk,Riezhitsa,Pale,Lithuania,1365,1810,0,Varkliany,56.6167,26.7333,1,"","",Name of district as it mentioned in census,0510Vr1
Sebezh,Uezdnyi gorod,Vitebsk,Sebezh,Pale,Lithuania,2561,4326,0,Sebezh,56.2833,28.4833,1,"","","",0511Sb1
Andrushovka,mestechko,Volhinia,Zhitomir,Pale,South-West,430,2682,0,Andrushovka,50.0167,29.0167,1,"","","",0801An1
Barashi,selo,Volhinia,Zhitomir,Pale,South-West,338,2170,0,Barashi,50.7167,28.0167,1,"","","",0801Br1
Berezovka,derevnia,Volhinia,Zhitomir,Pale,South-West,60,550,0,Berezovka,50.31667,28.43333,1,"","","",0801Br2
Bykovka,derevnia,Volhinia,Zhitomir,Pale,South-West,92,618,0,Bykovka,50.2833,27.9833,1,"","","",0801By1
Chudnov,mestechko,Volhinia,Zhitomir,Pale,South-West,4491,5580,0,Chudnov,50.05,28.1167,1,"","","",0801Cd1
Cherniakhov,mestechko,Volhinia,Zhitomir,Pale,South-West,1774,3878,0,Cherniakhov,50.45,28.6667,1,"","","",0801Cr1
Chervonnoe,mestechko,Volhinia,Zhitomir,Pale,South-West,711,2638,0,Chervonnoe,49.9667,28.8667,1,"","","",0801Cr2
Goroshki,mestechko,Volhinia,Zhitomir,Pale,South-West,2018,3228,0,Goroshki,50.6,28.45,1,"","","",0801Gr1
Ianushpol',mestechko,Volhinia,Zhitomir,Pale,South-West,1251,5085,0,Ianushpol',49.85,28.2167,1,"","","",0801In1
Ivnitsa,mestechko,Volhinia,Zhitomir,Pale,South-West,607,3095,0,Ivnitsa,50.15,29.05,1,"","","",0801Iv1
Kodnia,mestechko,Volhinia,Zhitomir,Pale,South-West,688,2564,0,Kodnia,50.0833,28.7167,1,"","","",0801Kd1
Krasnopol',selo,Volhinia,Zhitomir,Pale,South-West,374,3344,0,Krasnopol',50.91667,28.48333,1,"","","",0801Kr1
Leshchin,mestechko,Volhinia,Zhitomir,Pale,South-West,337,1666,0,Leshchin,50.15,28.83333,1,"","","",0801Ls1
Levkov,mestechko,Volhinia,Zhitomir,Pale,South-West,541,3685,1,Levkov,50.25,28.8333,1,at_most,"",No Jews mentioned at census year; calculated by subtraction from Total value any other groups mentioned in census for this place,0801Lv1
Ol'shanka,derevnia,Volhinia,Zhitomir,Pale,South-West,136,761,0,Ol'shanka,50.01667,28.13333,1,"","","",0801Ol1
Puliny,mestechko,Volhinia,Zhitomir,Pale,South-West,1168,2736,0,Puliny,50.4667,28.2667,1,"","","",0801Pl1
Piatka,mestechko,Volhinia,Zhitomir,Pale,South-West,836,2703,0,Piatka,50.0167,28.3667,1,"","","",0801Pt1
Raigorodok,mestechko,Volhinia,Zhitomir,Pale,South-West,946,2058,0,Raigorodok,49.8333,28.3833,1,"","","",0801Rg1
Sosnovaia-Baliarka,derevnia,Volhinia,Zhitomir,Pale,South-West,96,712,0,Sosnovaia-Baliarka,50.58333,28.23333,1,"","",Now Radetskaia Boliarka : http://forum.vgd.ru/?o=1&t=3316&st=0&p=,0801Ss1
Staraia Kotel'nia,mestechko,Volhinia,Zhitomir,Pale,South-West,1345,3183,0,Staraia Kotel'nia,50.08333,28.95,1,"","","",0801St1
Troianov,mestechko,Volhinia,Zhitomir,Pale,South-West,1469,7224,0,Troianov,50.1167,28.55,1,"","","",0801Tr1
Utomir,mestechko,Volhinia,Zhitomir,Pale,South-West,1754,2381,0,Utomir,50.85,28.4667,1,"","","",0801Ut1
Zhitomir,Gubernskii gorod,Volhinia,Zhitomir,Pale,South-West,30748,65895,0,Zhitomir,50.25,28.6667,1,"","","",0801Zt1
Dubechno,selo,Volhinia,Vladimir-Volynskii,Pale,South-West,50,1364,1,Dubechno,51.55,24.3667,1,at_most,"",Calculated by subtraction from Total value any other groups mentioned in census for this place,0802Db1
Druzhkopol',mestechko,Volhinia,Vladimir-Volynskii,Pale,South-West,870,1340,0,Druzhkopol',50.4333,24.6833,1,"","","",0802Dr1
Gorokhov,mestechko,Volhinia,Vladimir-Volynskii,Pale,South-West,2571,4699,0,Gorokhov,50.5,24.7667,1,"","","",0802Gr1
Kupichev,selo,Volhinia,Vladimir-Volynskii,Pale,South-West,124,1698,1,Kupichev,51,24.7167,1,at_most,"",Calculated by subtraction from Total value any other groups mentioned in census for this place,0802Kp1
Kiselik,mestechko,Volhinia,Vladimir-Volynskii,Pale,South-West,873,889,0,Kiselik,50.8667,24.8167,1,"","",Different city is mentioned on site and link (same population),0802Ks1
Liuboml',mestechko,Volhinia,Vladimir-Volynskii,Pale,South-West,3297,4470,0,Liuboml',51.2333,24.0333,1,"","","",0802Lb1
Lokachi,mestechko,Volhinia,Vladimir-Volynskii,Pale,South-West,1730,2309,0,Lokachi,50.7333,24.65,1,"","","",0802Lk1
Opalin,mestechko,Volhinia,Vladimir-Volynskii,Pale,South-West,769,1612,0,Opalin,51.2833,23.7,1,"","","",0802Op1
Ozdiutichi,mestechko,Volhinia,Vladimir-Volynskii,Pale,South-West,701,701,0,Ozdiutichi,50.85,24.7167,1,"","","",0802Oz1
Ozeriany,selo,Volhinia,Vladimir-Volynskii,Pale,South-West,40,759,1,Ozeriany,51.0167,24.8,1,at_most,"",No Jews mentioned at census year; calculated by subtraction from Total value any other groups mentioned in census for this place,0802Oz2
Poritsk,mestechko,Volhinia,Vladimir-Volynskii,Pale,South-West,1316,2264,0,Poritsk,50.6167,24.4667,1,"","","",0802Pr1
Shatsk,selo,Volhinia,Vladimir-Volynskii,Pale,South-West,122,2410,1,Shatsk,51.5,23.95,1,at_most,"",No Jews mentioned at census year; calculated by subtraction from Total value any other groups mentioned in census for this place,0802St1
Sviniukhi,mestechko,Volhinia,Vladimir-Volynskii,Pale,South-West,629,1780,0,Sviniukhi,50.6333,24.75,1,"","","",0802Sv1
Ustilug,mestechko,Volhinia,Vladimir-Volynskii,Pale,South-West,3212,3590,0,Ustilug,50.8667,24.15,1,"","","",0802Us1
Vladimir-Volynskii,Uezdnyi gorod,Volhinia,Vladimir-Volynskii,Pale,South-West,5869,9883,0,Vladimir-Volynskii,50.85,24.3333,1,"","","",0802Vl1
Berestechko,mestechko,Volhinia,Dubno,Pale,South-West,2251,4953,0,Berestechko,50.35,25.1167,1,"","","",0803Br1
Dubno,Uezdnyi gorod,Volhinia,Dubno,Pale,South-West,7108,14257,0,Dubno,50.4167,25.75,1,"","","",0803Db1
Demidovka,mestechko,Volhinia,Dubno,Pale,South-West,679,679,0,Demidovka,50.4167,25.3333,1,"","","",0803Dm1
Kozin,mestechko,Volhinia,Dubno,Pale,South-West,972,1820,0,Kozin,50.2667,25.4667,1,"","","",0803Kz1
Lobachevka,mestechko,Volhinia,Dubno,Pale,South-West,193,981,0,Lobachevka,50.41667,24.96667,1,"","","",0803Lb1
Mikhailovka,mestechko,Volhinia,Dubno,Pale,South-West,1047,1197,0,Mikhailovka (Boremlia),50.4667,25.2,1,"","","",0803Mk1
Mlynov,mestechko,Volhinia,Dubno,Pale,South-West,672,1105,0,Mlynov,50.5,25.6,1,"","","",0803Ml1
Muravitsa,mestechko,Volhinia,Dubno,Pale,South-West,757,958,0,Muravitsa,50.5167,25.5833,1,"","","",0803Mr1
Mizoch',mestechko,Volhinia,Dubno,Pale,South-West,1175,2667,0,Mizoch',50.4,26.15,1,"","","",0803Mz1
Olyka,mestechko,Volhinia,Dubno,Pale,South-West,2606,4210,0,Olyka,50.7167,25.8167,1,"","","",0803Ol1
Ostrozhets,mestechko,Volhinia,Dubno,Pale,South-West,636,1464,0,Ostrozhets,50.6667,25.55,1,"","","",0803Os1
Ozerany,derevnia,Volhinia,Dubno,Pale,South-West,1013,1111,0,Ozerany,50.4667,26.0333,1,"","","",0803Oz1
Torgovitsa,mestechko,Volhinia,Dubno,Pale,South-West,891,907,0,Torgovitsa,50.55,25.4,1,"","","",0803Tr1
Varkovichi,mestechko,Volhinia,Dubno,Pale,South-West,1109,1925,0,Varkovichi,50.4667,25.9667,1,"","","",0803Vr1
Verba,mestechko,Volhinia,Dubno,Pale,South-West,452,1530,0,Verba,50.2833,25.6167,1,"","","",0803Vr2
Antoniny,selo,Volhinia,Zaslavl',Pale,South-West,25,1803,1,Antoniny,49.8,26.8667,1,at_most,"",No Jews mentioned at census year; calculated by subtraction from Total value any other groups mentioned in census for this place,0804An1
Bielogorodka,mestechko,Volhinia,Zaslavl',Pale,South-West,1846,5438,0,Bielogorodka,50,26.6333,1,"","",Name of district as it mentioned in census,0804Bl1
Gritsev,mestechko,Volhinia,Zaslavl',Pale,South-West,979,1011,0,Gritsev,49.9667,27.2167,1,"","","",0804Gr1
Kornitsa,mestechko,Volhinia,Zaslavl',Pale,South-West,517,1251,0,Kornitsa,50.05,26.5333,1,"","","",0804Kr1
Labun',mestechko,Volhinia,Zaslavl',Pale,South-West,10,2317,1,Labun' (Iuroshchina),50,27.35,1,at_most,"",No Jews mentioned at census year; calculated by subtraction from Total value any other groups mentioned in census for this place; strange difference in populations-coordinates in the middle between 2 countries,0804Lb1
Mikhlia,selo,Volhinia,Zaslavl',Pale,South-West,311,1438,0,Mikhlia,50.15,26.8,1,"","","",0804Mk1
Shchepetovka,mestechko,Volhinia,Zaslavl',Pale,South-West,3880,8033,0,Shchepetovka,50.1833,27.0667,1,"","","",0804Sc1
Sudilkov,mestechko,Volhinia,Zaslavl',Pale,South-West,2712,5551,0,Sudilkov,50.1667,27.1333,1,"","","",0804Sd1
Sluvuta,mestechko,Volhinia,Zaslavl',Pale,South-West,4891,8454,0,Sluvuta,50.3,26.8667,1,"","","",0804Sl1
Velikii Cherniatin,selo,Volhinia,Zaslavl',Pale,South-West,254,1555,0,Velikii Cherniatin,49.78333,27.06667,1,"","","",0804Vl1
Zaslavl',Uezdnyi gorod,Volhinia,Zaslavl',Pale,South-West,5998,12611,0,Zaslavl',50.1167,26.8,1,"","","",0804Zs1
Cheremoshno,selo,Volhinia,Kovel',Pale,South-West,113,1144,1,Cheremoshno,51.3167,25.0167,1,at_most,"",No Jews mentioned at census year; calculated by subtraction from Total value any other groups mentioned in census for this place,0805Cr1
Dol'sk,selo,Volhinia,Kovel',Pale,South-West,17,637,1,Dol'sk,51.1167,24.3833,1,at_most,"",No Jews mentioned at census year; calculated by subtraction from Total value any other groups mentioned in census for this place,0805Dl1
Datyn',selo,Volhinia,Kovel',Pale,South-West,40,1520,1,Datyn',51.5167,24.7667,1,at_most,"",No Jews mentioned at census year; calculated by subtraction from Total value any other groups mentioned in census for this place,0805Dt1
Goloby,selo,Volhinia,Kovel',Pale,South-West,108,1416,1,Goloby,51.0833,25.0167,1,at_most,"",No Jews mentioned at census year; calculated by subtraction from Total value any other groups mentioned in census for this place,0805Gl1
Kamen'-Kashirsk,mestechko,Volhinia,Kovel',Pale,South-West,1189,1220,0,Kamen'-Kashirsk,51.6333,24.9667,1,"","","",0805Km1
Kortelisy,selo,Volhinia,Kovel',Pale,South-West,141,1110,0,Kortelisy,51.8667,24.4333,1,"","","",0805Kr1
Kashovka,mestechko,Volhinia,Kovel',Pale,South-West,445,1059,0,Kashovka,51.1667,25.35,1,"","","",0805Ks1
Kovel',Uezdnyi gorod,Volhinia,Kovel',Pale,South-West,8521,17697,0,Kovel',51.2167,24.7167,1,"","","",0805Kv1
Malaia Glusha,selo,Volhinia,Kovel',Pale,South-West,55,1046,1,Malaia Glusha,51.8,24.9833,1,at_most,"",No Jews mentioned at census year; calculated by subtraction from Total value any other groups mentioned in census for this place,0805Ml1
Mel'nitsa,mestechko,Volhinia,Kovel',Pale,South-West,1599,2588,0,Mel'nitsa,51.15,25.1,1,"","","",0805Ml2
Milianovichi,mestechko,Volhinia,Kovel',Pale,South-West,100,755,0,Milianovichi,51.1833,24.45,1,"","","",0805Ml3
Matsiov,mestechko,Volhinia,Kovel',Pale,South-West,2337,3897,0,Matsiov,51.2167,24.3333,1,"","","",0805Mt1
Nesukhoizhi,mestechko,Volhinia,Kovel',Pale,South-West,814,1862,0,Nesukhoizhi,51.3833,24.8167,1,"","","",0805Ns1
Povursk,selo,Volhinia,Kovel',Pale,South-West,35,1328,1,Povursk,51.2667,25.1333,1,at_most,"",Calculated by subtraction from Total value any other groups mentioned in census for this place,0805Pv1
Ratno,mestechko,Volhinia,Kovel',Pale,South-West,2219,3089,0,Ratno,51.6667,24.5167,1,"","","",0805Rt1
Stobykova,mestechko,Volhinia,Kovel',Pale,South-West,492,1214,0,Stobykova,51.4,25.1833,1,"","","",0805St1
Turiisk,Zashtatnyi gorod,Volhinia,Kovel',Pale,South-West,1713,2938,0,Turiisk,51.1,24.5333,1,"","","",0805Tr1
Velikaia Glusha,selo,Volhinia,Kovel',Pale,South-West,182,1734,0,Velikaia Glusha,51.8167,25.05,1,"","","",0805Vl1
Bielozorki,mestechko,Volhinia,Kremenets,Pale,South-West,1070,2905,0,Bielozorki,49.7667,26.1833,1,"","","",0806Bl1
Bol'shie Fol'varki,selo,Volhinia,Kremenets,Pale,South-West,,,1,Bol'shie Fol'varki,50.36666,28.13333,0,"","",It's not mentioned in census; http://fgurgia.ru/showObject.do?object=27413913,0806Bl2
Berezhetsy,mestechko,Volhinia,Kremenets,Pale,South-West,428,1252,0,Berezhetsy,50.1,25.6167,1,"","","",0806Br1
Iampol',mestechko,Volhinia,Kremenets,Pale,South-West,1482,2564,0,Iampol',49.9667,26.25,1,"","","",0806Im1
Kremenets,Uezdnyi gorod,Volhinia,Kremenets,Pale,South-West,6539,17704,0,Kremenets,50.1,25.7167,1,"","","",0806Kr1
Katerburg,mestechko,Volhinia,Kremenets,Pale,South-West,693,1035,0,Katerburg,50,25.8833,1,"","","",0806Kt1
Lapovtsy,mestechko,Volhinia,Kremenets,Pale,South-West,1174,2525,0,Lapovtsy,49.8667,26.0833,1,"","",Different city is mentioned on site and link (same population),0806Lp1
Novyi Aleksinets,mestechko,Volhinia,Kremenets,Pale,South-West,342,1206,0,Novyi Aleksinets,49.8333,25.5,1,"","","",0806Nv1
Novyi Pochaev,mestechko,Volhinia,Kremenets,Pale,South-West,1377,1921,0,Novyi Pochaev,50.0167,25.4833,1,"","",Different city is mentioned on site and link (same population),0806Nv2
Novyi Vishnevets,mestechko,Volhinia,Kremenets,Pale,South-West,2980,4196,0,Novyi Vishnevets,49.9,25.75,1,"","","",0806Nv3
Radzivilov,mestechko,Volhinia,Kremenets,Pale,South-West,4322,7313,0,Radzivilov,50.1333,25.25,1,"","","",0806Rd1
Rokhmanovo,selo,Volhinia,Kremenets,Pale,South-West,93,576,0,Rokhmanovo,50.1333,26.1,1,"","","",0806Rk1
Shumsk,mestechko,Volhinia,Kremenets,Pale,South-West,1962,2258,0,Shumsk,50.1167,26.1167,1,"","","",0806Sm1
Staryi Vishnevets,mestechko,Volhinia,Kremenets,Pale,South-West,314,1651,0,Staryi Vishnevets,49.86666,25.75,1,"","","",0806St1
Vyshgorodok,mestechko,Volhinia,Kremenets,Pale,South-West,1078,2169,0,Vyshgorodok,49.7667,25.9667,1,"","","",0806Vy1
