line_id,code,jg_id,name,enc_name,presence_type,year_code,upper_bound,lower_bound,mid_range,prov,dist,area,note,entry_source,ziv_yearcode,enc_page,lat,lon,display_name,osm_id,wikidata_id,name_he,name_sim,match_status
87,PTR_PTR_BLCH,-493112.0,Bełchatów,BELKHATOW,jews_present,1808,1808.0,1808.0,1808.0,Piotrkow,Piotrkow,Congress Poland,,Shn,,102.0,51.3667319,19.3694645,"Bełchatów, powiat bełchatowski, województwo łódzkie, Polska",1758913960.0,Q157992,,1.0,matched_db_api
88,VLH_ZSL_BLGR,-1035197.0,Bielogorodka,BELOGORODKA,first_mention,16EX,1650.0,1600.0,1625.0,Volhynia,Zaslavl,Pale,,Ziv,16EX,104.0,50.007359,26.639441,"Білогородка, Ізяславська міська громада, Шепетівський район, Хмельницька область, 30343, Україна",337537394.0,Q1660287,,0.957,matched_nominatim
89,KIV_BRD_BLPL,-1035228.0,Bielopole,BELOPOLYE,jews_arrived,1721,1721.0,1721.0,1721.0,Kiev,Berdichev,Pale,,Ziv,1721,104.0,49.84531,28.86932,"Білопілля, Вінницька область, Україна",337543122.0,Q4082648,,0.941,matched_db_api
90,SML_BLY_BLY,-2884636.0,Bielyi,BELYI,jews_arrived,18MX,1875.0,1850.0,1850.0,Smolensk,Bielyi,Mainland Russia,,Ziv,18MX,104.0,55.833073,32.939487,"Белый, Бельский муниципальный округ, Тверская область, Центральный федеральный округ, Россия",336306051.0,Q104984,,0.909,matched_nominatim
91,MGL_MGL_BLYN,-1941219.0,Bielynichi,BELYNICHI,POP,1847,1847.0,1847.0,1847.0,Mogilev,Mogilev,Pale,,Ziv,1847,104.0,53.9982176,29.7099785,"Бялынічы, Бялыніцкі раён, Магілёўская вобласць, Беларусь",242978965.0,Q2630527,,0.947,matched_db_api
92,GLC_LWW_BLZ,-1035317.0,Belz,BELZ,first_mention,1413,1413.0,1413.0,1413.0,Galicia,Sokal,Galicia,,Shn,,104.0,50.3823942,24.0127629,"Белз, Белзька міська громада, Шептицький район, Львівська область, Україна",527036873.0,Q156565,,1.0,matched_nominatim
93,LBL_LBL_BLZY,-493153.0,Bełżyce,BELZHYCE,jews_present,1560,1560.0,1560.0,1560.0,Lublin,Lublin,Congress Poland,,Shn,,105.0,51.175063,22.2749995,"Bełżyce, powiat lubelski, województwo lubelskie, Polska",31878133.0,Q854624,,1.0,matched_db_api
94,PTR_BRZ_BDKW,-493057.0,Będków,BENDKOW,POP,1857,1857.0,1857.0,1857.0,Piotrkow,Brzeziny,Congress Poland,,Shn,,77.0,51.5882028,19.7447311,"Będków-Kolonia, powiat tomaszowski, województwo łódzkie, Polska",31881509.0,Q1824768,,1.0,matched_refined
95,RDM_KNS_BNDZ,-493096.0,Bendzin,BENDZIN,jews_present,12LX,1300.0,1275.0,1275.0,Radom,Bedzin,Congress Poland,,Shn,,106.0,50.3230785,19.1322201,"Będzin, powiat będziński, województwo śląskie, Polska",31902942.0,Q461513,,1.0,matched_db_api
96,KIV_BRD_BRDC,-1035347.0,Berdichev,BERDICHEV,first_mention,1593,1593.0,1593.0,1593.0,Kiev,Berdichev,Pale,,Ziv,1593,112.0,49.8940442,28.5814912,"Бердичів, Житомирська область, Україна",337541446.0,Q158799,,1.0,matched_db_api
97,VLH_DBN_BRST,-1035372.0,Berestechko,BERESTECZKO,community_present,15MX,1575.0,1550.0,1550.0,Volhynia,Dubno,Pale,השומר הצעיר,Ziv,15MX,113.0,50.3585756,25.1209852,"Берестечко, Берестечківська міська громада, Луцький район, Волинська область, 45765, Україна",337523440.0,Q819126,,1.0,matched_nominatim
98,VLH_NVG_BRZD,-1035406.0,Berezdov,BEREZDOV,POP,1765,1765.0,1765.0,1765.0,Volhynia,Novograd-Volynskii,Pale,,Ziv,17EX,114.0,50.460449,27.116673,"Берездів, Берездівська сільська громада, Шепетівський район, Хмельницька область, 30053, Україна",1489631662.0,Q2040277,,1.0,matched_nominatim
99,MNS_IGM_BRZN,-1941267.0,Berezino,BEREZINO,POP,1766,1766.0,1766.0,1766.0,Minsk,Igumen,Pale,,Ziv,1766,114.0,53.8346711,28.9938174,"Беразіно, Бярэзінскі раён, Мінская вобласць, Беларусь",242978960.0,Q200833,,1.0,matched_db_api
100,CRN_CHR_BRZN,-1035445.0,Berezna,BEREZNA,jews_arrived,18EX,1850.0,1800.0,1825.0,Chernigov,Chernigov,Pale,,Ziv,18EX,114.0,51.5778917,31.7902811,"Березна, Березнянська селищна громада, Чернігівський район, Чернігівська область, 15654, Україна",179418473.0,Q2473471,,1.0,matched_nominatim
101,VLH_RVN_BRZN,-1035456.0,Berezno,BEREZNE,jews_arrived,15MX,1575.0,1550.0,1550.0,Volhynia,Rovno,Pale,,Ziv,15MX,115.0,51.0035653,26.7524487,"Березне, Березнівська міська громада, Рівненський район, Рівненська область, 34607, Україна",1186506546.0,Q148910,ברזנה,1.0,matched_nominatim
102,KHR_KHR_BRZN,-1035449.0,Bereznegovatyi,BEREZNEGOVATOE,jews_arrived,18MX,1875.0,1850.0,1850.0,Kherson,Kherson,Pale,,Ziv,18MX,115.0,47.308722,32.8486739,"Березнегувате, Березнегуватська селищна громада, Баштанський район, Миколаївська область, 56203, Україна",331637412.0,Q2446166,נהר טוב,0.857,matched_nominatim
103,VLH_LTS_BRZH,-1035427.0,Berezhnitsa,BEREZNICA,first_mention,1648,1648.0,1648.0,1648.0,Volhynia,Lutsk,Pale,נחרבה עי חמילנצקי ושוקמה מאוחר יותר,Ziv,15LX,116.0,51.440048,26.46607,"Бережниця, Дубровицька міська громада, Сарненський район, Рівненська область, 34164, Україна",337508161.0,Q4084328,,1.0,matched_nominatim
104,KHR_ANN_BRZV,-1035476.0,Berezovka,BEREZOVKA,jews_present,1881,1881.0,1881.0,1881.0,Kherson,Ananev,Pale,,Ziv,1881,116.0,47.2016391,30.908595,"Березівка, Березівська міська громада, Березівський район, Одеська область, Україна",193430239.0,Q819103,,1.0,matched_nominatim
105,KHR_KHR_BRSL,-1035528.0,Berislav,BERISLAV,jews_arrived,18EX,1850.0,1800.0,1825.0,Kherson,Kherson,Pale,,Ziv,18EX,117.0,46.8357749,33.416743,"Берислав, Бериславська міська громада, Бериславський район, Херсонська область, 74300, Україна",337686273.0,Q829317,בריסלב,1.0,matched_nominatim
106,POD_OLG_BRSH,-1035538.0,Bershad,BERSHAD,jews_arrived,15XX,1600.0,1500.0,1550.0,Podolia,Olgopol,Pale,,Ziv,15EX,133.0,48.36594,29.51889,"Бершадь, Бершадська міська громада, Гайсинський район, Вінницька область, 24400-24404, Україна",207430698.0,Q827229,,1.0,matched_nominatim
107,VTB_LPL_BSHN,-1941328.0,Beshenkovichi,BESHENKOVICHI,jews_arrived,17EX,1750.0,1700.0,1725.0,Vitebsk,Lepel,Pale,,Ziv,17EX,133.0,55.0457981,29.4578212,"Бешанковічы, Бешанковіцкі раён, Віцебская вобласць, Беларусь",242978968.0,Q1033593,,1.0,matched_db_api
108,PRU_PSN_BTSC,-524473.0,Betsche,BETSCHE,community_present,17MX,1775.0,1750.0,1750.0,Prussia,Miedzyrzecz,Prussia,,Shn,,134.0,52.4792371,15.7783386,"Pszczew, gmina Pszczew, powiat międzyrzecki, województwo lubuskie, 66-330, Polska",31613362.0,Q1003304,,1.0,matched_refined
109,KVN_KVN_BTYG,-2613254.0,Betygola,BETYGALA,,,,,,Kovno,Kovno,Pale,,Ziv,18LX,134.0,55.3620812,23.3668782,"Betygala, Betygalos seniūnija, Kauno apskritis, Lietuva",444372788.0,Q2327069,,1.0,matched_db_api
110,RDM_OPC_BLCZ,-493288.0,Białaczów,BIALACHOW,jews_arrived,1860,1860.0,1860.0,1860.0,Radom,Opoczno,Congress Poland,,Shn,,137.0,51.298466,20.2949544,"Białaczów, powiat opoczyński, województwo łódzkie, Polska",31878125.0,Q4902737,,1.0,matched_db_api
111,SDL_BLA_BLPD,-493309.0,Biała Podlaska,BIALA PODLASKA,community_present,16EX,1650.0,1600.0,1625.0,Siedlce,Biala,Congress Poland,,Shn,,137.0,52.0338399,23.1193948,"Biała Podlaska, województwo lubelskie, Polska",31702832.0,Q209932,,1.0,matched_db_api
112,PTR_RVA_BLRW,-493313.0,Biała Rawska,BIALA RAWSKA,jews_present,17LX,1800.0,1775.0,1775.0,Piotrkow,Rawa,Congress Poland,,Shn,,137.0,51.8075978,20.4720942,"Biała Rawska, powiat rawski, województwo łódzkie, Polska",31878124.0,Q148956,,1.0,matched_db_api
113,RDM_RDM_BLBR,-493419.0,Białobrzegi,BIALOBRZEGI,jews_arrived,18EX,1850.0,1800.0,1825.0,Radom,Radom,Congress Poland,,Shn,,89.0,51.6482305,20.9497458,"Białobrzegi, powiat białobrzeski, województwo mazowieckie, Polska",368033785.0,Q855976,,1.0,matched_db_api
114,RDM_KNS_BLGN,,Bialogon,BIALOGON,,,,,,Radom,Kielce,Congress Poland,,Shn,,138.0,50.8536976,20.5531106,"Białogon, Kielce, województwo świętokrzyskie, 26-052, Polska",2147479879.0,,,1.0,matched_nominatim
115,GLC_TRN_BLYK,-1035313.0,Bialykamień,BIALY KAMIEN,first_mention,1629,1629.0,1629.0,1629.0,Galicia,Zloczow,Galicia,,Shn,,138.0,49.8961704,24.8358088,"Білий Камінь, Золочівська міська громада, Золочівський район, Львівська область, 80710, Україна",337541376.0,Q2602343,,0.957,matched_nominatim
116,GRD_BLST_BLST,-493500.0,Bielostok,BIALYSTOK,jews_arrived,17EX,1750.0,1700.0,1725.0,Grodno,Bielostok,Pale,נהייתה קהילה עצמאית מטיקוצין ב 1745,Ziv,17EX,138.0,53.132398,23.1591679,"Białystok, województwo podlaskie, Polska",60038888.0,Q761,ביאליסטוק,0.941,matched_db_api
117,GLC_CRC_BCZ,-493535.0,Biecz,BIECZ,community_founded,17XX,1800.0,1700.0,1750.0,Galicia,Gorlice,Galicia,,Shn,,143.0,49.7305351,21.249421,"Biecz, powiat gorlicki, województwo małopolskie, Polska",1763537474.0,Q460971,,1.0,matched_db_api
118,WRS_LVC_BLWY,-493610.0,Bielawy,BIELAWY,community_present,17XX,1800.0,1700.0,1750.0,Warszawa,Lowicz,Congress Poland,,Shn,,143.0,52.0750602,19.6568518,"Bielawy, gmina Bielawy, powiat łowicki, województwo łódzkie, 99-423, Polska",31711222.0,Q392339,,1.0,matched_nominatim
119,VLN_LDA_BLTS,-1941165.0,Bielitsy,BIELICA,jews_arrived,15XX,1600.0,1500.0,1550.0,Vilna,Lida,Pale,המזרחי,Ziv,15EX,145.0,53.651577,25.318424,"Беліца, Лідскі раён, Гродзенская вобласць, Беларусь",242989916.0,Q2429373,,0.8,matched_db_api
120,KHR_SMY_BLPL,-1035229.0,Bielopole,BIELOPOLIE,POP,1897,1897.0,1897.0,1897.0,Kharkov,Sumy,Mainland Russia,,Ziv,1721,104.0,51.1460449,34.3121992,"Білопілля, Білопільська міська громада, Сумський район, Сумська область, 41800, Україна",337511281.0,Q591896,,0.941,matched_nominatim
121,PLC_PLT_BLSK,-493693.0,Bielsk,BIELSK,community_present,18XX,1900.0,1800.0,1850.0,Plock,Plock,Congress Poland,,Shn,,146.0,52.6713156,19.8049119,"Bielsk, gmina Bielsk, powiat płocki, województwo mazowieckie, 09-230, Polska",279651512.0,Q4904511,,1.0,matched_nominatim
122,GLC_CRC_BL,-493705.0,Biała,BIELSKO-BIALA,jews_arrived,16MX,1675.0,1650.0,1650.0,Galicia,Bielsk,Galicia,,Shn,,146.0,49.8072222,19.0866667,"Biała, Straconka, Bielsko-Biała, województwo śląskie, 43-300, Polska",3009690181.0,,,1.0,matched_nominatim
123,PLC_SRP_BZN,-493830.0,Bieżuń,BIEZUN,community_present,18EX,1850.0,1800.0,1825.0,Plock,Sierpc,Congress Poland,,Shn,,148.0,52.9617996,19.8899936,"Bieżuń, powiat żuromiński, województwo mazowieckie, Polska",283931972.0,Q858312,,1.0,matched_db_api
124,VLH_ZHT_BYKV,-1036767.0,Bykovka,BIKOVKA,POP,1897,1897.0,1897.0,1897.0,Volhynia,Zhitomir,Pale,,Ziv,18MX,148.0,50.2927853,27.9746606,"Биківка, Романівська селищна громада, Житомирський район, Житомирська область, 13012, Україна",337525071.0,Q2670499,,1.0,matched_nominatim
125,GLC_TRN_BLCZ,-1035628.0,Bilcze Złote,BILCZE ZLOTE,,,,,,Galicia,Brody,Galicia,,Shn,,149.0,48.7752966,25.8779034,"Більче-Золоте, Тернопільська область, Україна",337586192.0,Q4086793,,1.0,matched_db_api
126,LBL_BLG_BLGR,-493851.0,Biłgoraj,BILGORAI,jews_present,15LX,1600.0,1575.0,1575.0,Lublin,Bilgoraj,Congress Poland,,Shn,,149.0,50.5424846,22.7209326,"Biłgoraj, powiat biłgorajski, województwo lubelskie, Polska",371948750.0,Q319445,בילגוריי,1.0,matched_db_api
127,GLC_LWW_BRCZ,-493876.0,Bircza,BIRCZA,first_mention,1577,1577.0,1577.0,1577.0,Galicia,Dobromil,Galicia,,Shn,,151.0,49.8680556,22.3277778,"Bircza, Drohobyczka, gmina Dubiecko, powiat przemyski, województwo podkarpackie, 37-753, Polska",3009690438.0,,,1.0,matched_nominatim
128,KVN_PNV_BRZH,-2613298.0,Birzhi,BIRZAI,jews_arrived,16EX,1650.0,1600.0,1625.0,Kovno,Poneviezh,Pale,,Ziv,16EX,151.0,56.1999121,24.7571107,"Biržai, Biržų miesto seniūnija, Panevėžio apskritis, Lietuva",195151555.0,Q804035,,0.923,matched_db_api
129,PRU_OST_BSCH,-493925.0,Bischofsburg,BISCHOFSBURG,jews_arrived,18XX,1900.0,1800.0,1850.0,Prussia,Reszel,Prussia,,Shn,,152.0,53.8637983,20.954989,"Biskupiec, powiat olsztyński, województwo warmińsko-mazurskie, Polska",31526938.0,Q201186,,1.0,matched_db_api
130,PRU_WST_BSCH,-493923.0,Bischofswerder,BISCHOFSWERDER,jews_arrived,17MX,1775.0,1750.0,1750.0,Prussia,Susz,Prussia,,Shn,,152.0,53.5016593,19.3479654,"Biskupiec, powiat nowomiejski, województwo warmińsko-mazurskie, Polska",692609644.0,Q866381,,1.0,matched_db_api
131,LBL_LBL_BSKP,-493910.0,Biskupice,BISKUPICE,community_present,17MX,1775.0,1750.0,1750.0,Lublin,Lublin,Congress Poland,,Shn,,97.0,51.1523459,22.946692,"Biskupice, powiat świdnicki, województwo lubelskie, Polska",1859515086.0,,,1.0,matched_db_api
132,KLS_KLS_BLSZ,-493961.0,Błaszki,BLASZKI,jews_present,1764,1764.0,1764.0,1764.0,Kalisz,Kalisz,Congress Poland,,Shn,,156.0,51.6525206,18.4333114,"Błaszki, powiat sieradzki, województwo łódzkie, Polska",31811278.0,Q989423,,1.0,matched_db_api
133,WRS_GRT_BLND,-493985.0,Blenduv,BLENDUV,jews_arrived,1820,1820.0,1820.0,1820.0,Warszawa,Grojec,Congress Poland,,Shn,,157.0,51.7773605,20.6972794,"Błędów, gmina Błędów, powiat grójecki, województwo mazowieckie, Polska",6631062.0,Q2628943,,manual,matched_manual
134,KIV_RDM_BBR,-1035763.0,Bober,BOBER,jews_present,1878,1878.0,1878.0,1878.0,Kiev,Radomysl,Pale,,Ziv,18EX,157.0,51.1547716,29.5391169,"Бобер, Вишгородський район, Київська область, Україна",1427529313.0,Q12083017,,1.0,matched_nominatim
135,GLC_CRC_BBW,-494126.0,Bobowa,BOBOWA,jews_present,1765,1765.0,1765.0,1765.0,Galicia,Grybow,Galicia,,Shn,,157.0,49.7978614,20.8699362,"Bobowa, Jastrzębia, gmina Ciężkowice, powiat tarnowski, województwo małopolskie, 33-191, Polska",3009690552.0,,,1.0,matched_nominatim
136,MGL_SNN_BBR,-1941394.0,Bobr,BOBR,jews_arrived,17EX,1750.0,1700.0,1725.0,Mogilev,Sienno,Pale,,Ziv,17EX,157.0,54.3416872,29.2744782,"Бобр, Крупскі раён, Мінская вобласць, Беларусь",242979065.0,Q2659074,,1.0,matched_db_api
137,KHR_ELZ_BBRN,-1035801.0,Bobrinets,BOBRINETS,jews_arrived,18EX,1850.0,1800.0,1825.0,Kherson,Elizavetgrad,Pale,,Ziv,18EX,158.0,48.05729,32.15938,"Бобринець, Кіровоградська область, Україна",337661021.0,Q591884,,1.0,matched_db_api
138,GLC_LWW_BBRK,-1035787.0,Bóbrka,BOBRKA,community_founded,16LX,1700.0,1675.0,1675.0,Galicia,Bobrka,Galicia,,Shn,,158.0,49.6375667,24.2973942,"Бібрка, Львівська область, Україна",313245999.0,Q156808,,1.0,matched_db_api
139,CRN_KZL_BBRV,-1035791.0,Bobrovitsa,BOBROVITSA,jews_arrived,18LX,1900.0,1875.0,1875.0,Chernigov,Kozelets,Pale,,Ziv,18MX,159.0,50.7415033,31.3860852,"Бобровиця, Бобровицька міська громада, Ніжинський район, Чернігівська область, 17400, Україна",174882455.0,Q149166,,1.0,matched_nominatim
140,KHR_KHR_BBRV,-1035799.0,Bobrovyi Kut,BOBROVYI KUT,community_founded,1807,1807.0,1807.0,1807.0,Kherson,Kherson,Pale,,Ziv,1807,159.0,47.099419,32.948002,"Бобровий Кут, Калинівська селищна громада, Бериславський район, Херсонська область, 74134, Україна",270989127.0,Q4088860,,1.0,matched_nominatim
141,LBL_PLW_BBRW,-494170.0,Bobrowniki,BOBROWNIKI,community_founded,17XX,1800.0,1700.0,1750.0,Lublin,Pulawy,Congress Poland,,Shn,,79.0,51.5486415,21.9333804,"Bobrowniki, powiat rycki, województwo lubelskie, Polska",1905986014.0,,,1.0,matched_db_api
142,MNS_BBR_BBRS,-1940996.0,Bobruisk,BOBRUISK,jews_present,1776,1776.0,1776.0,1776.0,Minsk,Bobruisk,Pale,,Ziv,1776,159.0,53.1449683,29.2281209,"Бабруйск, Магілёўская вобласць, Беларусь",193823659.0,Q207294,בוברויסק,1.0,matched_db_api
143,VTB_LPL_BCHK,-1941424.0,Bocheikovo,BOCHEYKOVO,POP,1897,1897.0,1897.0,1897.0,Vitebsk,Lepel,Pale,,Ziv,18MX,160.0,55.0136223,29.1447601,"Бачэйкава, Бешанковіцкі раён, Віцебская вобласць, Беларусь",243027104.0,Q3919263,,1.0,matched_db_api
144,GLC_CRC_BCHN,-494208.0,Bochnia,BOCHNIA,jews_arrived,12XX,1300.0,1200.0,1250.0,Galicia,Bochnia,Galicia,,Shn,,160.0,49.9693563,20.430541,"Bochnia, powiat bocheński, województwo małopolskie, Polska",248045354.0,Q815903,,1.0,matched_db_api
145,GRD_BLS_BTSK,-494218.0,Botski,BOCKI,community_founded,15XX,1600.0,1500.0,1550.0,Grodno,Bielsk,Pale,,Ziv,15EX,163.0,52.6512834,23.0426375,"Boćki, powiat bielski, województwo podlaskie, Polska",692601106.0,Q896243,,1.0,matched_refined
146,PLC_PLT_BDZN,-494242.0,Bodzanów,BODZANOW,community_present,18LX,1900.0,1875.0,1875.0,Plock,Plock,Congress Poland,,Shn,,163.0,52.5008478,20.0299052,"Bodzanów, powiat płocki, województwo mazowieckie, Polska",1867069427.0,Q544822,,1.0,matched_db_api
147,KLC_KLC_BDZN,-494250.0,Bodzentyn,BODZENTYN,jews_arrived,18EX,1850.0,1800.0,1825.0,Kielce,Kielce,Congress Poland,,Shn,,164.0,50.9408055,20.9582386,"Bodzentyn, powiat kielecki, województwo świętokrzyskie, Polska",31899213.0,Q890126,,1.0,matched_db_api
148,POD_BLT_BGCH,-1035818.0,Bogachevka,BOGACHEVKA,community_founded,1850,1850.0,1850.0,1850.0,Podolia,Balta,Pale,מושבה חקלאית יהודית,Ziv,1850,164.0,47.9748389,30.5543686,"Багачівка, Миколаївська область, Україна",627447092.0,Q4089151,,0.9,matched_db_api
149,RDM_SND_BGR,-494301.0,Bogoria,BOGORJA,community_present,1789,1789.0,1789.0,1789.0,Radom,Opatow,Congress Poland,,Shn,,164.0,50.6519146,21.2601913,"Bogoria, powiat staszowski, województwo świętokrzyskie, Polska",31899212.0,Q2141621,,1.0,matched_db_api
150,MGL_ORS_BGSH,-1941447.0,Bogushevsk,BOGUSHEVSK,POP,1811,1811.0,1811.0,1811.0,Mogilev,Orsha,Pale,,Ziv,1811,165.0,54.8407019,30.2117003,"Багушэўск, Сенненскі раён, Віцебская вобласць, Беларусь",242979084.0,Q2412938,,1.0,matched_db_api
151,KIV_KNV_BGSL,-1035923.0,Boguslav,BOGUSLAV,jews_arrived,16EX,1650.0,1600.0,1625.0,Kiev,Kanev,Pale,,Ziv,16EX,165.0,49.54765,30.8733,"Богуслав, Богуславська міська громада, Обухівський район, Київська область, 09701, Україна",337555159.0,Q1936339,,1.0,matched_nominatim
152,GLC_STN_BHRD,-1035903.0,Bohorodczany,BOHORODCZANY,jews_present,16LX,1700.0,1675.0,1675.0,Galicia,Bohorodczany,Galicia,,Shn,,165.0,48.8092602,24.5456201,"Богородчани, Богородчанська селищна громада, Івано-Франківський район, Івано-Франківська область, 77701, Україна",337585063.0,Q639830,,1.0,matched_nominatim
153,KIV_ZVN_BRK,-1036274.0,Boiarka,BOJARKA,POP,1765,1765.0,1765.0,1765.0,Kiev,Zvenigorodka,Pale,,Ziv,1765,165.0,49.3304953,30.6828061,"Боярка, Лисянська селищна громада, Звенигородський район, Черкаська область, 19311, Україна",337562951.0,Q4095492,,1.0,matched_nominatim
154,GLC_STN_BLCH,-1035940.0,Bolechów,BOLECHOW,jews_arrived,1612,1612.0,1612.0,1612.0,Galicia,Dolina,Galicia,,Shn,,166.0,49.0663203,23.8598949,"Болехів, Івано-Франківська область, Україна",312262525.0,Q146595,בולחוב,1.0,matched_db_api
155,BSS_IZM_BLGR,-1035949.0,Bolgrad,BOLGRAD,jews_present,1869,1869.0,1869.0,1869.0,Bessarabia,Izmail,Pale,,Ziv,1869,166.0,45.6779137,28.6132404,"Болград, Болградська міська громада, Болградський район, Одеська область, 68733, Україна",337693965.0,Q890122,,1.0,matched_nominatim
